% time	cellId	Interference
0.335929	3	4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 4.28095e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 2.40704e-17 
0.335929	5	1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.50156e-18 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 9.30986e-20 9.30986e-20 9.30986e-20 8.76858e-19 8.76858e-19 8.76858e-19 1.25893e-20 1.25893e-20 
0.335929	4	1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.04907e-18 1.82098e-18 1.82098e-18 1.82098e-18 5.27714e-18 5.27714e-18 5.27714e-18 1.04907e-18 1.04907e-18 
0.337929	3	3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 3.77988e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 4.71879e-17 
0.337929	5	1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.1917e-18 1.1917e-18 1.1917e-18 1.9809e-18 1.9809e-18 1.9809e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 2.81095e-17 2.81095e-17 2.81095e-17 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 1.11516e-18 
0.337929	2	8.95138e-19 8.95138e-19 8.95138e-19 8.95138e-19 8.95138e-19 8.95138e-19 8.95138e-19 8.95138e-19 8.95138e-19 8.95138e-19 8.95138e-19 8.95138e-19 8.95138e-19 8.95138e-19 8.95138e-19 5.42587e-17 5.42587e-17 5.42587e-17 2.96415e-18 2.96415e-18 2.96415e-18 8.95138e-19 8.95138e-19 8.95138e-19 8.95138e-19 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 5.07982e-18 5.07982e-18 5.07982e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 1.43066e-18 
0.338929	3	1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.338929	4	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 7.86519e-19 7.86519e-19 7.86519e-19 4.24517e-18 4.24517e-18 4.24517e-18 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.339929	3	1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 
0.339929	5	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.27815e-18 2.27815e-18 2.27815e-18 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 8.30941e-20 8.30941e-20 8.30941e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.340929	3	1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 1.01018e-16 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 8.39993e-17 
0.340929	5	9.96891e-19 9.96891e-19 9.96891e-19 9.96891e-19 9.96891e-19 9.96891e-19 9.96891e-19 9.96891e-19 9.96891e-19 1.07101e-18 1.07101e-18 1.07101e-18 1.86484e-18 1.86484e-18 1.86484e-18 9.96891e-19 9.96891e-19 9.96891e-19 3.38196e-18 3.38196e-18 3.38196e-18 2.74332e-17 2.74332e-17 2.74332e-17 9.96891e-19 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.340929	4	2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 3.34598e-18 3.34598e-18 3.34598e-18 6.8063e-18 6.8063e-18 6.8063e-18 2.5707e-18 2.5707e-18 2.5707e-18 3.21109e-17 3.21109e-17 3.21109e-17 3.78464e-18 3.78464e-18 3.78464e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 2.5707e-18 
0.341929	3	5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 5.74806e-18 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.341929	4	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.66967e-18 2.66967e-18 2.66967e-18 1.21761e-18 1.21761e-18 1.21761e-18 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 7.39482e-17 7.39482e-17 7.39482e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.22653e-18 1.22653e-18 1.22653e-18 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 7.88538e-19 7.88538e-19 7.88538e-19 4.2497e-18 4.2497e-18 4.2497e-18 1.25893e-20 1.25893e-20 
0.342929	3	1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.07064e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 1.56033e-16 
0.342929	1	1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 1.5645e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 3.06418e-18 3.06418e-18 3.06418e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 2.41589e-18 
0.342929	5	2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 2.40235e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 3.19271e-17 3.19271e-17 3.19271e-17 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 4.93273e-18 
0.342929	2	3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 6.74562e-18 6.74562e-18 6.74562e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 3.09646e-18 
0.343929	3	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.26692e-20 1.26692e-20 1.26692e-20 1.26692e-20 1.26692e-20 1.26692e-20 1.26692e-20 1.26692e-20 1.26692e-20 1.26692e-20 1.26692e-20 1.26692e-20 1.26692e-20 1.26692e-20 1.26692e-20 1.26692e-20 1.25893e-20 1.25893e-20 
0.343929	7	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 8.19298e-18 8.19298e-18 8.19298e-18 4.76043e-15 4.76043e-15 4.76043e-15 1.25893e-20 1.25893e-20 1.25893e-20 1.14603e-16 1.14603e-16 1.14603e-16 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.344929	3	2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 2.00231e-17 
0.344929	1	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.59447e-17 2.59447e-17 2.59447e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 4.12028e-18 4.12028e-18 4.12028e-18 9.0294e-17 9.0294e-17 9.0294e-17 1.25893e-20 1.25893e-20 1.25893e-20 2.56913e-17 2.56913e-17 2.56913e-17 1.25893e-20 1.25893e-20 1.25893e-20 6.60881e-19 6.60881e-19 6.60881e-19 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.345929	3	4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 4.27471e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 2.42687e-17 
0.345929	5	1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.48402e-18 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 8.84248e-19 8.84248e-19 8.84248e-19 1.25893e-20 1.25893e-20 
0.345929	4	1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 1.05384e-18 5.29702e-18 5.29702e-18 5.29702e-18 1.05384e-18 1.05384e-18 
0.346929	3	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.347929	3	3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 3.68909e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 4.59033e-17 
0.347929	5	6.33907e-18 6.33907e-18 6.33907e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.16699e-18 1.16699e-18 1.16699e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.09183e-18 3.46144e-18 3.46144e-18 3.46144e-18 2.75281e-17 2.75281e-17 2.75281e-17 1.09183e-18 1.09183e-18 1.09183e-18 1.96498e-18 1.96498e-18 1.96498e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.68523e-18 1.68523e-18 1.68523e-18 6.08533e-18 6.08533e-18 6.08533e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.09183e-18 1.09183e-18 
0.347929	2	1.058e-16 1.058e-16 1.058e-16 8.86199e-19 8.86199e-19 8.86199e-19 8.86199e-19 8.86199e-19 8.86199e-19 5.53771e-17 5.53771e-17 5.53771e-17 8.86199e-19 8.86199e-19 8.86199e-19 8.86199e-19 8.86199e-19 8.86199e-19 1.46391e-18 1.46391e-18 1.46391e-18 3.99396e-18 3.99396e-18 3.99396e-18 8.86199e-19 1.40867e-18 1.40867e-18 3.51179e-18 3.51179e-18 3.51179e-18 1.40867e-18 1.40867e-18 1.40867e-18 1.40867e-18 1.40867e-18 1.40867e-18 1.40867e-18 1.40867e-18 1.40867e-18 3.49239e-18 3.49239e-18 3.49239e-18 8.11724e-17 8.11724e-17 8.11724e-17 1.40867e-18 1.40867e-18 1.40867e-18 1.40867e-18 1.40867e-18 
0.348929	3	1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.74107e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.348929	4	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.66967e-18 2.66967e-18 2.66967e-18 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 7.56181e-17 7.56181e-17 7.56181e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.349929	3	1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 1.75298e-17 
0.349929	5	1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.50797e-18 2.50797e-18 2.50797e-18 2.00135e-18 2.00135e-18 2.00135e-18 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.70069e-17 2.70069e-17 2.70069e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
