% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
900	3	14	34	0	28	645	0	1	0	0
900	4	23	5	0	10	1095	0	1	1	0
901	3	34	4	0	4	26	0	1	0	0
901	3	10	5	0	2	18	0	1	1	0
901	3	59	6	0	28	277	0	1	0	0
901	3	60	17	0	28	373	2	0	1	0
901	3	8	29	0	28	469	3	0	1	0
901	3	58	30	0	28	373	2	0	1	0
901	3	52	32	0	28	277	0	1	0	0
901	3	14	34	0	28	469	3	0	1	0
901	3	53	35	0	28	277	0	1	0	0
901	3	29	40	0	28	373	2	0	1	0
901	4	30	4	0	14	1620	0	1	1	0
902	3	34	4	0	4	41	0	1	0	0
902	3	10	5	0	2	26	0	1	0	0
902	3	49	18	0	28	935	2	0	0	0
902	3	3	20	0	28	469	1	0	0	0
902	3	32	22	0	28	469	1	0	0	0
902	3	26	23	0	28	469	1	0	0	0
902	1	2	1	0	12	1239	0	1	1	0
902	5	19	1	0	0	85	0	1	0	0
902	5	12	4	0	20	1335	0	1	1	0
902	2	37	2	0	0	85	0	1	0	0
902	2	39	3	0	10	549	0	1	1	0
903	3	34	4	0	4	51	0	1	0	0
903	3	10	5	0	2	32	0	1	1	0
903	3	56	21	0	28	549	0	1	0	0
903	3	28	28	0	28	549	0	1	1	0
903	3	1	39	0	28	549	0	1	1	0
903	7	42	3	0	2	87	0	1	1	0
904	3	34	4	0	4	32	0	1	0	0
904	3	60	17	0	28	469	1	0	0	0
904	3	9	19	0	28	549	2	0	0	0
904	3	3	20	0	28	373	0	1	0	0
904	3	8	29	0	28	549	2	0	0	0
904	3	58	30	0	28	469	1	0	0	0
904	3	14	34	0	28	549	2	0	0	0
904	3	29	40	0	28	469	1	0	0	0
904	1	5	2	0	10	1095	0	1	1	0
905	3	34	4	0	4	41	0	1	1	0
905	3	59	6	0	28	277	2	0	1	0
905	3	49	18	0	28	645	1	0	0	0
905	3	32	22	0	28	469	0	1	0	0
905	3	26	23	0	28	469	0	1	0	0
905	3	52	32	0	28	277	2	0	1	0
905	5	19	1	0	0	173	0	1	1	0
905	5	18	2	0	6	645	0	1	1	0
905	4	21	1	0	10	1095	0	1	1	0
906	3	54	7	0	28	549	0	1	1	0
906	3	15	8	0	28	549	0	1	1	0
906	3	31	24	0	28	549	0	1	1	0
906	3	13	31	0	28	549	0	1	1	0
906	3	40	33	0	28	549	0	1	0	0
907	3	60	17	0	28	549	0	1	0	0
907	3	8	29	0	28	645	1	0	0	0
907	3	58	30	0	28	549	0	1	0	0
907	3	14	34	0	28	645	1	0	0	0
907	3	29	40	0	28	549	0	1	0	0
907	5	11	3	0	18	1143	0	1	1	0
907	5	51	5	0	16	967	0	1	1	0
907	2	35	1	0	4	453	0	1	1	0
908	3	59	6	0	28	277	1	0	0	0
908	3	49	18	0	28	645	0	1	0	0
908	3	52	32	0	28	277	1	0	0	0
908	3	53	35	0	28	277	1	0	0	0
908	4	24	3	0	14	1620	0	1	1	0
909	3	10	5	0	2	26	1	0	1	0
909	3	49	18	0	28	935	3	0	1	0
909	3	9	19	0	28	373	0	1	1	0
909	3	3	20	0	28	469	2	0	1	0
909	3	32	22	0	28	469	2	0	1	0
909	3	25	37	0	28	373	0	1	1	0
909	3	33	38	0	28	373	0	1	1	0
910	3	34	4	0	4	61	0	1	0	0
910	3	10	5	0	2	37	0	1	0	0
910	3	8	29	0	28	645	0	1	0	0
910	3	14	34	0	28	645	0	1	0	0
910	4	23	5	0	10	1095	0	1	1	0
911	3	34	4	0	4	26	0	1	0	0
911	3	10	5	0	2	18	0	1	0	0
911	3	59	6	0	28	277	0	1	0	0
911	3	60	17	0	28	469	2	0	1	0
911	3	9	19	0	28	549	3	0	1	0
911	3	3	20	0	28	373	1	0	0	0
911	3	8	29	0	28	549	3	0	1	0
911	3	58	30	0	28	469	2	0	1	0
911	3	14	34	0	28	549	3	0	1	0
911	3	29	40	0	28	469	2	0	1	0
911	4	30	4	0	14	1620	0	1	1	0
912	3	49	18	0	28	645	2	0	0	0
912	3	32	22	0	28	469	1	0	0	0
912	3	26	23	0	28	469	1	0	0	0
912	3	52	32	0	28	469	0	1	0	0
912	3	53	35	0	28	469	0	1	0	0
912	1	2	1	0	12	1239	0	1	1	0
912	5	19	1	0	0	85	0	1	0	0
912	5	12	4	0	20	1335	0	1	1	0
913	3	34	4	0	4	61	0	1	0	0
913	3	56	21	0	28	645	0	1	0	0
913	3	28	28	0	28	645	0	1	1	0
913	3	1	39	0	28	645	0	1	1	0
913	7	42	3	0	2	87	0	1	1	0
914	3	34	4	0	4	41	0	1	0	0
914	3	60	17	0	28	549	1	0	0	0
914	3	3	20	0	28	469	0	1	0	0
914	3	8	29	0	28	645	2	0	0	0
914	3	58	30	0	28	549	1	0	0	0
914	3	14	34	0	28	645	2	0	0	0
914	3	29	40	0	28	549	1	0	0	0
914	1	5	2	0	10	1095	0	1	1	0
915	3	34	4	0	4	32	0	1	0	0
915	3	59	6	0	28	277	2	0	1	0
915	3	54	7	0	28	373	0	1	0	0
915	3	49	18	0	28	645	1	0	0	0
915	3	32	22	0	28	373	0	1	0	0
915	3	26	23	0	28	373	0	1	0	0
915	3	52	32	0	28	277	2	0	1	0
915	3	53	35	0	28	277	2	0	1	0
915	5	19	1	0	0	173	0	1	1	0
915	5	18	2	0	6	645	0	1	1	0
915	4	21	1	0	10	1095	0	1	1	0
916	3	34	4	0	4	51	0	1	0	0
916	3	15	8	0	28	549	0	1	1	0
916	3	31	24	0	28	549	0	1	1	0
916	3	13	31	0	28	549	0	1	1	0
916	3	40	33	0	28	549	0	1	1	0
917	3	34	4	0	4	41	0	1	0	0
917	3	60	17	0	28	469	0	1	0	0
917	3	8	29	0	28	645	1	0	0	0
917	3	58	30	0	28	469	0	1	0	0
917	3	14	34	0	28	645	1	0	0	0
917	3	29	40	0	28	469	0	1	0	0
917	5	11	3	0	18	1143	0	1	1	0
917	5	51	5	0	16	967	0	1	1	0
917	2	35	1	0	4	453	0	1	1	0
918	3	59	6	0	28	277	1	0	0	0
918	3	49	18	0	28	749	0	1	0	0
918	3	3	20	0	28	373	2	0	1	0
918	4	24	3	0	14	1620	0	1	1	0
919	3	34	4	0	4	26	0	1	0	0
919	3	10	5	0	2	18	0	1	1	0
919	3	49	18	0	28	645	3	0	1	0
919	3	9	19	0	28	277	0	1	1	0
919	3	32	22	0	28	469	2	0	1	0
919	3	26	23	0	28	469	2	0	1	0
919	3	52	32	0	28	469	1	0	1	0
919	3	53	35	0	28	469	1	0	1	0
919	3	25	37	0	28	277	0	1	1	0
919	3	33	38	0	28	277	0	1	1	0
920	3	34	4	0	4	61	0	1	1	0
920	3	10	5	0	2	37	0	1	1	0
920	3	8	29	0	28	645	0	1	0	0
920	3	14	34	0	28	645	0	1	0	0
920	4	23	5	0	10	1095	0	1	1	0
921	3	60	17	0	28	549	2	0	1	0
921	3	3	20	0	28	469	1	0	0	0
921	3	8	29	0	28	645	3	0	1	0
921	3	58	30	0	28	549	2	0	1	0
921	3	14	34	0	28	645	3	0	1	0
921	3	29	40	0	28	549	2	0	1	0
921	4	30	4	0	14	1620	0	1	1	0
922	3	34	4	0	4	41	0	1	0	0
922	3	59	6	0	28	469	0	1	0	0
922	3	54	7	0	28	373	1	0	0	0
922	3	49	18	0	28	645	2	0	0	0
922	3	32	22	0	28	373	1	0	0	0
922	3	52	32	0	28	469	0	1	0	0
922	3	53	35	0	28	469	0	1	0	0
922	1	2	1	0	12	1239	0	1	1	0
922	5	19	1	0	0	85	0	1	0	0
922	5	12	4	0	20	1335	0	1	0	0
922	2	37	2	0	0	85	0	1	0	0
922	2	39	3	0	10	549	0	1	1	0
923	3	34	4	0	4	61	0	1	0	0
923	3	56	21	0	28	645	0	1	1	0
923	3	28	28	0	28	645	0	1	1	0
923	3	1	39	0	28	645	0	1	1	0
923	7	42	3	0	2	87	0	1	1	0
924	3	34	4	0	4	41	0	1	0	0
924	3	60	17	0	28	469	1	0	0	0
924	3	3	20	0	28	469	0	1	0	0
924	3	8	29	0	28	645	2	0	0	0
924	3	58	30	0	28	469	1	0	0	0
924	3	14	34	0	28	645	2	0	0	0
924	3	29	40	0	28	469	1	0	0	0
924	1	5	2	0	10	1095	0	1	1	0
925	3	34	4	0	4	41	0	1	1	0
925	3	59	6	0	28	277	2	0	1	0
925	3	54	7	0	28	469	0	1	0	0
925	3	49	18	0	28	749	1	0	0	0
925	3	32	22	0	28	469	0	1	0	0
925	3	26	23	0	28	469	0	1	0	0
925	5	18	2	0	6	325	0	1	1	0
925	4	21	1	0	10	1095	0	1	1	0
926	3	34	4	0	4	51	0	1	0	0
926	3	15	8	0	28	549	0	1	1	0
926	3	31	24	0	28	549	0	1	1	0
926	3	13	31	0	28	549	0	1	1	0
927	3	60	17	0	28	549	0	1	0	0
927	3	8	29	0	28	645	1	0	0	0
927	3	58	30	0	28	549	0	1	0	0
927	3	14	34	0	28	645	1	0	0	0
927	5	11	3	0	18	1143	0	1	1	0
927	5	51	5	0	16	967	0	1	1	0
927	2	35	1	0	4	453	0	1	1	0
928	3	3	20	0	28	469	2	0	1	0
928	3	29	40	0	28	749	0	1	0	0
928	3	19	41	0	0	19	0	1	0	0
928	4	24	3	0	14	1620	0	1	1	0
929	3	59	6	0	28	469	1	0	0	0
929	3	54	7	0	28	373	2	0	1	0
929	3	49	18	0	28	645	3	0	0	0
929	3	9	19	0	28	277	0	1	0	0
929	3	32	22	0	28	373	2	0	1	0
929	3	52	32	0	28	469	1	0	0	0
929	3	53	35	0	28	469	1	0	0	0
929	3	25	37	0	28	277	0	1	0	0
929	3	33	38	0	28	277	0	1	1	0
929	5	12	4	0	20	1335	1	0	1	0
930	3	34	4	0	4	51	0	1	0	0
930	3	10	5	0	2	32	0	1	1	0
930	3	49	18	0	28	549	0	1	0	0
930	3	8	29	0	28	549	0	1	0	0
930	3	14	34	0	28	549	0	1	0	0
930	4	23	5	0	10	1095	0	1	1	0
931	3	34	4	0	4	26	0	1	0	0
931	3	10	5	0	2	18	0	1	1	0
931	3	59	6	0	28	277	0	1	0	0
931	3	60	17	0	28	469	2	0	1	0
931	3	3	20	0	28	469	1	0	0	0
931	3	8	29	0	28	645	3	0	1	0
931	3	58	30	0	28	469	2	0	1	0
931	3	14	34	0	28	645	3	0	1	0
931	3	29	40	0	28	469	2	0	1	0
931	4	30	4	0	14	1620	0	1	1	0
932	3	34	4	0	4	32	0	1	0	0
932	3	54	7	0	28	469	1	0	0	0
932	3	49	18	0	28	749	2	0	0	0
932	3	32	22	0	28	469	1	0	0	0
932	3	26	23	0	28	469	1	0	0	0
932	3	52	32	0	28	373	0	1	0	0
932	3	53	35	0	28	373	0	1	0	0
932	1	2	1	0	12	1239	0	1	1	0
932	5	12	4	0	20	2673	0	1	1	0
933	3	34	4	0	4	51	0	1	0	0
933	3	10	5	0	2	32	0	1	0	0
933	3	56	21	0	28	549	0	1	1	0
933	3	28	28	0	28	549	0	1	1	0
933	3	1	39	0	28	549	0	1	1	0
933	7	42	3	0	2	87	0	1	1	0
934	3	60	17	0	28	549	1	0	0	0
934	3	3	20	0	28	469	0	1	0	0
934	3	8	29	0	28	645	2	0	0	0
934	3	58	30	0	28	549	1	0	0	0
934	3	14	34	0	28	645	2	0	0	0
934	1	5	2	0	10	1095	0	1	1	0
935	3	34	4	0	4	51	0	1	0	0
935	3	54	7	0	28	549	0	1	0	0
935	3	32	22	0	28	549	0	1	0	0
935	3	26	23	0	28	549	0	1	0	0
935	3	29	40	0	28	749	1	0	0	0
935	5	18	2	0	6	645	0	1	1	0
935	4	21	1	0	10	1095	0	1	1	0
936	3	34	4	0	4	41	0	1	0	0
936	3	59	6	0	28	469	2	0	1	0
936	3	15	8	0	28	469	0	1	1	0
936	3	9	19	0	28	277	1	0	1	0
936	3	31	24	0	28	469	0	1	1	0
936	3	13	31	0	28	469	0	1	1	0
936	3	52	32	0	28	469	2	0	1	0
937	3	34	4	0	4	41	0	1	0	0
937	3	60	17	0	28	469	0	1	0	0
937	3	49	18	0	28	549	1	0	0	0
937	3	8	29	0	28	549	1	0	0	0
937	3	58	30	0	28	469	0	1	0	0
937	3	14	34	0	28	549	1	0	0	0
937	3	29	40	0	28	469	0	1	0	0
937	5	11	3	0	18	1143	0	1	1	0
937	5	51	5	0	16	967	0	1	1	0
937	2	35	1	0	4	453	0	1	1	0
938	3	59	6	0	28	277	1	0	0	0
938	3	49	18	0	28	749	0	1	0	0
938	3	3	20	0	28	469	2	0	1	0
938	4	24	3	0	14	1620	0	1	1	0
939	3	34	4	0	4	26	0	1	0	0
939	3	10	5	0	2	18	0	1	1	0
939	3	54	7	0	28	469	2	0	1	0
939	3	49	18	0	28	749	3	0	1	0
939	3	9	19	0	28	277	0	1	1	0
939	3	32	22	0	28	469	2	0	1	0
939	3	26	23	0	28	469	2	0	1	0
939	3	52	32	0	28	373	1	0	0	0
939	3	53	35	0	28	373	1	0	1	0
940	3	34	4	0	4	41	0	1	0	0
940	3	10	5	0	2	26	0	1	1	0
940	3	8	29	0	28	469	0	1	0	0
940	3	14	34	0	28	469	0	1	0	0
940	3	25	37	0	28	469	0	1	0	0
940	3	33	38	0	28	469	0	1	0	0
940	3	19	41	0	0	15	0	1	1	0
940	4	23	5	0	10	1095	0	1	1	0
941	3	60	17	0	28	549	2	0	1	0
941	3	3	20	0	28	469	1	0	0	0
941	3	8	29	0	28	645	3	0	1	0
941	3	58	30	0	28	549	2	0	1	0
941	3	14	34	0	28	645	3	0	1	0
941	3	53	35	0	28	277	0	1	0	0
941	3	19	41	0	0	7	0	1	0	0
941	4	30	4	0	14	1620	0	1	1	0
942	3	34	4	0	4	32	0	1	0	0
942	3	10	5	0	2	22	0	1	0	0
942	3	59	6	0	28	373	0	1	0	0
942	3	54	7	0	28	549	1	0	0	0
942	3	32	22	0	28	549	1	0	0	0
942	3	26	23	0	28	549	1	0	0	0
942	3	52	32	0	28	373	0	1	0	0
942	3	29	40	0	28	749	2	0	0	0
942	3	19	41	0	0	11	0	1	0	0
942	1	2	1	0	12	1239	0	1	1	0
942	5	12	4	0	20	2673	0	1	0	0
942	2	37	2	0	0	85	0	1	0	0
942	2	39	3	0	10	549	0	1	1	0
943	3	34	4	0	4	51	0	1	0	0
943	3	56	21	0	28	549	0	1	0	0
943	3	28	28	0	28	549	0	1	1	0
943	3	1	39	0	28	549	0	1	1	0
943	3	19	41	0	0	19	0	1	1	0
943	7	42	3	0	2	87	0	1	1	0
944	3	60	17	0	28	469	1	0	0	0
944	3	49	18	0	28	549	2	0	0	0
944	3	8	29	0	28	549	2	0	0	0
944	3	58	30	0	28	469	1	0	0	0
944	3	14	34	0	28	549	2	0	0	0
944	3	29	40	0	28	469	1	0	0	0
944	1	5	2	0	10	1095	0	1	1	0
945	3	34	4	0	4	32	0	1	0	0
945	3	59	6	0	28	277	2	0	1	0
945	3	54	7	0	28	373	0	1	0	0
945	3	49	18	0	28	749	1	0	0	0
945	3	3	20	0	28	373	0	1	0	0
945	3	32	22	0	28	373	0	1	0	0
945	3	26	23	0	28	373	0	1	0	0
945	3	19	41	0	0	11	0	1	1	0
945	5	18	2	0	6	645	0	1	1	0
945	4	21	1	0	10	1095	0	1	1	0
946	3	34	4	0	4	61	0	1	0	0
946	3	15	8	0	28	645	0	1	0	0
946	3	31	24	0	28	645	0	1	0	0
946	3	13	31	0	28	645	0	1	0	0
946	11	40	3	0	0	53	0	1	1	0
947	3	34	4	0	4	32	0	1	0	0
947	3	60	17	0	28	373	0	1	0	0
947	3	8	29	0	28	469	1	0	0	0
947	3	58	30	0	28	373	0	1	0	0
947	3	14	34	0	28	469	1	0	0	0
947	3	25	37	0	28	469	1	0	0	0
947	3	33	38	0	28	469	1	0	0	0
947	3	29	40	0	28	373	0	1	0	0
947	5	11	3	0	18	1143	0	1	1	0
947	5	51	5	0	16	967	0	1	1	0
947	2	35	1	0	4	453	0	1	1	0
947	11	40	3	0	0	53	0	1	1	0
948	3	34	4	0	4	61	0	1	0	0
948	3	49	18	0	28	645	0	1	0	0
948	3	3	20	0	28	469	2	0	1	0
948	3	53	35	0	28	277	1	0	0	0
948	4	24	3	0	14	1620	0	1	1	0
949	3	34	4	0	4	26	0	1	1	0
949	3	10	5	0	2	22	1	0	0	0
949	3	59	6	0	28	373	1	0	0	0
949	3	54	7	0	28	549	2	0	0	0
949	3	32	22	0	28	549	2	0	0	0
949	3	26	23	0	28	549	2	0	0	0
949	3	52	32	0	28	373	1	0	0	0
949	3	29	40	0	28	749	3	0	0	0
949	3	19	41	0	0	11	1	0	1	0
949	5	12	4	0	20	2673	1	0	1	0
950	3	34	4	0	4	32	0	1	0	0
950	3	10	5	0	2	22	0	1	0	0
950	3	9	19	0	28	373	0	1	0	0
950	3	8	29	0	28	373	0	1	0	0
950	3	14	34	0	28	373	0	1	0	0
950	3	25	37	0	28	373	0	1	0	0
950	3	33	38	0	28	373	0	1	0	0
950	3	19	41	0	0	11	0	1	1	0
950	4	23	5	0	10	1095	0	1	1	0
951	3	60	17	0	28	469	2	0	1	0
951	3	49	18	0	28	549	3	0	1	0
951	3	8	29	0	28	549	3	0	1	0
951	3	58	30	0	28	469	2	0	1	0
951	3	52	32	0	28	277	0	1	0	0
951	3	14	34	0	28	549	3	0	1	0
951	3	53	35	0	28	277	0	1	0	0
951	3	29	40	0	28	469	2	0	1	0
951	3	19	41	0	0	7	0	1	0	0
951	4	30	4	0	14	1620	0	1	1	0
952	3	34	4	0	4	32	0	1	0	0
952	3	10	5	0	2	22	0	1	0	0
952	3	59	6	0	28	373	0	1	0	0
952	3	54	7	0	28	373	1	0	0	0
952	3	49	18	0	28	749	2	0	0	0
952	3	3	20	0	28	373	1	0	0	0
952	3	32	22	0	28	373	1	0	0	0
952	3	26	23	0	28	373	1	0	0	0
952	3	19	41	0	0	11	0	1	0	0
952	5	12	4	0	20	2673	0	1	1	0
952	2	37	2	0	0	85	0	1	0	0
952	2	39	3	0	10	549	0	1	1	0
953	3	34	4	0	4	32	0	1	0	0
953	3	10	5	0	2	22	0	1	1	0
953	3	15	8	0	28	645	1	0	1	0
953	3	56	21	0	28	373	0	1	0	0
953	3	31	24	0	28	645	1	0	1	0
953	3	13	31	0	28	645	1	0	1	0
953	7	42	3	0	2	87	0	1	1	0
954	3	60	17	0	28	373	1	0	0	0
954	3	28	28	0	28	277	0	1	0	0
954	3	8	29	0	28	469	2	0	0	0
954	3	58	30	0	28	373	1	0	0	0
954	3	14	34	0	28	469	2	0	0	0
954	3	25	37	0	28	469	2	0	0	0
954	3	33	38	0	28	469	2	0	0	0
954	3	1	39	0	28	277	0	1	0	0
954	3	29	40	0	28	373	1	0	0	0
954	3	19	41	0	0	7	0	1	0	0
954	1	5	2	0	10	1095	0	1	1	0
955	3	34	4	0	4	32	0	1	0	0
955	3	54	7	0	28	373	0	1	0	0
955	3	49	18	0	28	645	1	0	0	0
955	3	3	20	0	28	373	0	1	0	0
955	3	32	22	0	28	373	0	1	0	0
955	3	26	23	0	28	373	0	1	0	0
955	3	53	35	0	28	277	2	0	1	0
955	3	19	41	0	0	11	0	1	1	0
955	5	18	2	0	6	645	0	1	1	0
955	4	21	1	0	10	1095	0	1	1	0
956	3	34	4	0	4	26	0	1	0	0
956	3	59	6	0	28	373	2	0	1	0
956	3	54	7	0	28	549	3	0	1	0
956	3	15	8	0	28	277	0	1	1	0
956	3	32	22	0	28	549	3	0	1	0
956	3	26	23	0	28	549	3	0	1	0
956	3	31	24	0	28	277	0	1	1	0
956	3	13	31	0	28	277	0	1	1	0
956	3	52	32	0	28	373	2	0	0	0
956	3	19	41	0	0	7	0	1	0	0
957	3	34	4	0	4	26	0	1	0	0
957	3	60	17	0	28	277	0	1	0	0
957	3	9	19	0	28	373	1	0	0	0
957	3	8	29	0	28	373	1	0	0	0
957	3	58	30	0	28	277	0	1	0	0
957	3	14	34	0	28	373	1	0	0	0
957	3	25	37	0	28	373	1	0	0	0
957	3	33	38	0	28	373	1	0	0	0
957	3	29	40	0	28	277	0	1	0	0
957	3	19	41	0	0	7	0	1	0	0
957	5	11	3	0	18	1143	0	1	1	0
957	5	51	5	0	16	967	0	1	1	0
957	2	35	1	0	4	453	0	1	1	0
958	3	34	4	0	4	61	0	1	0	0
958	3	49	18	0	28	645	0	1	0	0
958	3	53	35	0	28	277	1	0	0	0
958	3	19	41	0	0	22	0	1	1	0
958	4	24	3	0	14	1620	0	1	1	0
959	3	34	4	0	4	26	0	1	0	0
959	3	10	5	0	2	22	1	0	1	0
959	3	59	6	0	28	373	1	0	0	0
959	3	54	7	0	28	373	2	0	1	0
959	3	49	18	0	28	749	3	0	1	0
959	3	9	19	0	28	277	0	1	1	0
959	3	3	20	0	28	373	2	0	1	0
959	3	32	22	0	28	373	2	0	1	0
959	3	25	37	0	28	277	0	1	1	0
959	3	19	41	0	0	11	1	0	1	0
960	3	34	4	0	4	41	0	1	0	0
960	3	10	5	0	2	26	0	1	1	0
960	3	8	29	0	28	469	0	1	0	0
960	3	14	34	0	28	469	0	1	0	0
960	3	33	38	0	28	469	0	1	0	0
960	3	19	41	0	0	15	0	1	1	0
960	4	23	5	0	10	1095	0	1	1	0
961	3	60	17	0	28	373	2	0	1	0
961	3	28	28	0	28	277	1	0	0	0
961	3	8	29	0	28	469	3	0	1	0
961	3	58	30	0	28	373	2	0	1	0
961	3	14	34	0	28	469	3	0	1	0
961	3	25	37	0	28	469	3	0	1	0
961	3	1	39	0	28	277	1	0	0	0
961	3	29	40	0	28	373	2	0	1	0
961	3	19	41	0	0	7	0	1	0	0
961	4	30	4	0	14	1620	0	1	1	0
962	3	34	4	0	4	26	0	1	0	0
962	3	10	5	0	2	18	0	1	1	0
962	3	59	6	0	28	277	0	1	0	0
962	3	54	7	0	28	373	1	0	0	0
962	3	49	18	0	28	645	2	0	0	0
962	3	3	20	0	28	373	1	0	0	0
962	3	32	22	0	28	373	1	0	0	0
962	3	26	23	0	28	373	1	0	0	0
962	3	52	32	0	28	277	0	1	0	0
962	3	53	35	0	28	277	0	1	0	0
962	3	19	41	0	0	7	0	1	0	0
962	1	2	1	0	12	1239	0	1	1	0
962	5	12	4	0	20	2673	0	1	1	0
962	2	37	2	0	0	85	0	1	0	0
962	2	39	3	0	10	549	0	1	1	0
963	3	34	4	0	4	41	0	1	0	0
963	3	10	5	0	2	26	0	1	1	0
963	3	56	21	0	28	469	0	1	0	0
963	3	28	28	0	28	469	0	1	1	0
963	3	1	39	0	28	469	0	1	1	0
963	3	19	41	0	0	15	0	1	1	0
963	7	42	3	0	2	87	0	1	1	0
964	3	34	4	0	4	26	0	1	0	0
964	3	10	5	0	2	18	0	1	1	0
964	3	60	17	0	28	277	1	0	0	0
964	3	9	19	0	28	373	2	0	0	0
964	3	3	20	0	28	277	0	1	0	0
964	3	8	29	0	28	373	2	0	1	0
964	3	58	30	0	28	277	1	0	0	0
964	3	14	34	0	28	373	2	0	0	0
964	3	25	37	0	28	373	2	0	0	0
964	3	33	38	0	28	373	2	0	0	0
964	3	29	40	0	28	277	1	0	0	0
964	3	19	41	0	0	7	0	1	0	0
964	1	5	2	0	10	1095	0	1	1	0
965	3	34	4	0	4	32	0	1	0	0
965	3	10	5	0	2	22	0	1	1	0
965	3	54	7	0	28	373	0	1	0	0
965	3	49	18	0	28	645	1	0	0	0
965	3	32	22	0	28	373	0	1	0	0
965	3	26	23	0	28	373	0	1	0	0
965	3	53	35	0	28	277	2	0	1	0
965	3	19	41	0	0	11	0	1	1	0
965	5	18	2	0	6	645	0	1	1	0
965	4	21	1	0	10	1095	0	1	1	0
966	3	34	4	0	4	51	0	1	0	0
966	3	15	8	0	28	549	0	1	0	0
966	3	31	24	0	28	549	0	1	0	0
966	3	13	31	0	28	549	0	1	0	0
966	3	19	41	0	0	19	0	1	1	0
966	11	40	3	0	0	53	0	1	1	0
967	3	34	4	0	4	32	0	1	0	0
967	3	60	17	0	28	373	0	1	0	0
967	3	8	29	0	28	469	1	0	0	0
967	3	58	30	0	28	373	0	1	0	0
967	3	14	34	0	28	469	1	0	0	0
967	3	33	38	0	28	469	1	0	0	0
967	3	29	40	0	28	373	0	1	0	0
967	3	19	41	0	0	11	0	1	1	0
967	5	11	3	0	18	1143	0	1	1	0
967	5	51	5	0	16	967	0	1	1	0
967	8	43	1	0	6	209	0	1	1	0
967	9	20	1	0	4	453	0	1	0	0
967	2	35	1	0	6	645	0	1	1	0
967	11	40	3	0	0	53	0	1	1	0
968	3	34	4	0	4	51	0	1	0	0
968	3	49	18	0	28	549	0	1	0	0
968	3	28	28	0	28	277	2	0	1	0
968	3	1	39	0	28	277	2	0	1	0
968	3	19	41	0	0	19	0	1	1	0
968	9	20	1	0	4	453	0	1	1	0
968	4	24	3	0	14	1620	0	1	1	0
968	8	43	1	0	6	209	0	1	1	0
969	3	34	4	0	4	26	0	1	0	0
969	3	10	5	0	2	18	0	1	0	0
969	3	59	6	0	28	277	1	0	0	0
969	3	54	7	0	28	373	2	0	1	0
969	3	49	18	0	28	645	3	0	1	0
969	3	9	19	0	28	277	0	1	1	0
969	3	3	20	0	28	373	2	0	1	0
969	3	32	22	0	28	373	2	0	1	0
969	3	26	23	0	28	373	2	0	1	0
969	3	53	35	0	28	277	1	0	0	0
969	3	25	37	0	28	277	0	1	1	0
969	8	43	1	0	6	209	0	1	1	0
969	9	20	1	0	4	453	0	1	1	0
970	3	34	4	0	4	41	0	1	0	0
970	3	10	5	0	2	26	0	1	0	0
970	3	8	29	0	28	469	0	1	0	0
970	3	14	34	0	28	469	0	1	0	0
970	3	33	38	0	28	469	0	1	0	0
970	3	19	41	0	0	15	0	1	1	0
970	8	43	1	0	6	209	0	1	1	0
970	9	20	1	0	4	453	0	1	1	0
970	4	23	5	0	10	1095	0	1	1	0
971	3	34	4	0	4	26	0	1	0	0
971	3	10	5	0	2	18	0	1	0	0
971	3	59	6	0	28	277	0	1	0	0
971	3	60	17	0	28	277	2	0	1	0
971	3	9	19	0	28	373	3	0	1	0
971	3	3	20	0	28	277	1	0	0	0
971	3	58	30	0	28	277	2	0	1	0
971	3	52	32	0	28	277	0	1	0	0
971	3	14	34	0	28	373	3	0	1	0
971	3	25	37	0	28	373	3	0	1	0
971	3	29	40	0	28	277	2	0	1	0
971	3	19	41	0	0	7	0	1	0	0
971	8	43	1	0	6	209	0	1	1	0
971	9	20	1	0	4	453	0	1	1	0
971	4	30	4	0	14	1620	0	1	1	0
972	3	54	7	0	28	373	1	0	0	0
972	3	49	18	0	28	645	2	0	0	0
972	3	32	22	0	28	373	1	0	0	0
972	3	53	35	0	28	469	0	1	0	0
972	3	19	41	0	0	15	0	1	1	0
972	1	2	1	0	14	1620	0	1	1	0
972	5	12	4	0	20	2673	0	1	1	0
972	8	43	1	0	6	209	0	1	1	0
972	9	20	1	0	4	453	0	1	0	0
973	3	34	4	0	4	32	0	1	0	0
973	3	10	5	0	2	22	0	1	1	0
973	3	15	8	0	28	549	1	0	1	0
973	3	56	21	0	28	373	0	1	0	0
973	3	31	24	0	28	549	1	0	1	0
973	3	28	28	0	28	373	0	1	1	0
973	3	13	31	0	28	549	1	0	1	0
973	3	1	39	0	28	373	0	1	1	0
973	3	19	41	0	0	11	0	1	1	0
973	8	43	1	0	6	209	0	1	1	0
973	9	20	1	0	4	453	0	1	1	0
973	7	42	3	0	2	87	0	1	1	0
974	3	34	4	0	4	26	0	1	0	0
974	3	10	5	0	2	18	0	1	1	0
974	3	60	17	0	28	373	1	0	0	0
974	3	3	20	0	28	277	0	1	0	0
974	3	8	29	0	28	469	2	0	0	0
974	3	58	30	0	28	373	1	0	0	0
974	3	14	34	0	28	469	2	0	0	0
974	3	33	38	0	28	469	2	0	0	0
974	3	29	40	0	28	373	1	0	0	0
