% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
821	3	14	34	0	28	549	3	0	1	0
821	3	29	40	0	28	469	2	0	1	0
821	4	30	4	0	14	1620	0	1	1	0
822	3	59	6	0	28	373	0	1	0	0
822	3	54	7	0	28	549	1	0	0	0
822	3	49	18	0	28	645	2	0	0	0
822	3	32	22	0	28	549	1	0	0	0
822	3	26	23	0	28	549	1	0	0	0
822	3	52	32	0	28	373	0	1	0	0
822	3	53	35	0	28	373	0	1	0	0
822	1	2	1	0	12	1239	0	1	1	0
822	5	19	1	0	0	85	0	1	0	0
822	5	12	4	0	20	1335	0	1	0	0
822	2	37	2	0	10	549	0	1	1	0
822	2	39	3	0	10	549	0	1	1	0
823	3	34	4	0	4	51	0	1	0	0
823	3	10	5	0	2	32	0	1	1	0
823	3	56	21	0	28	549	0	1	0	0
823	3	28	28	0	28	549	0	1	1	0
823	3	1	39	0	28	549	0	1	1	0
823	7	42	3	0	2	87	0	1	1	0
824	3	34	4	0	4	41	0	1	1	0
824	3	60	17	0	28	549	1	0	0	0
824	3	3	20	0	28	469	0	1	0	0
824	3	8	29	0	28	645	2	0	0	0
824	3	58	30	0	28	549	1	0	0	0
824	3	14	34	0	28	645	2	0	0	0
824	3	29	40	0	28	549	1	0	0	0
824	1	5	2	0	12	1239	0	1	1	0
825	3	54	7	0	28	749	0	1	0	0
825	3	32	22	0	28	749	0	1	0	0
825	3	26	23	0	28	749	0	1	0	0
825	5	18	2	0	8	871	0	1	1	0
825	4	21	1	0	10	1095	0	1	1	0
826	3	54	7	0	28	549	3	0	1	0
826	3	15	8	0	28	469	0	1	1	0
826	3	32	22	0	28	549	3	0	1	0
826	3	31	24	0	28	469	0	1	1	0
826	3	13	31	0	28	469	0	1	1	0
826	3	53	35	0	28	469	2	0	1	0
827	3	49	18	0	28	549	1	0	0	0
827	3	8	29	0	28	549	1	0	0	0
827	3	40	33	0	28	469	0	1	0	0
827	3	14	34	0	28	549	1	0	0	0
827	3	29	40	0	28	469	0	1	0	0
827	5	11	3	0	18	1143	0	1	1	0
827	5	51	5	0	16	967	0	1	1	0
827	2	35	1	0	4	453	0	1	1	0
828	3	60	17	0	28	645	0	1	0	0
828	3	49	18	0	28	645	0	1	0	0
828	3	3	20	0	28	373	2	0	1	0
828	3	58	30	0	28	645	0	1	0	0
828	4	24	3	0	14	1620	0	1	1	0
829	3	59	6	0	28	373	1	0	0	0
829	3	54	7	0	28	549	2	0	0	0
829	3	49	18	0	28	645	3	0	1	0
829	3	9	19	0	28	277	0	1	0	0
829	3	32	22	0	28	549	2	0	0	0
829	3	26	23	0	28	549	2	0	1	0
829	3	52	32	0	28	373	1	0	0	0
829	3	53	35	0	28	373	1	0	1	0
829	3	25	37	0	28	277	0	1	0	0
829	3	33	38	0	28	277	0	1	1	0
829	5	12	4	0	20	1335	1	0	1	0
830	3	34	4	0	4	61	0	1	0	0
830	3	10	5	0	2	37	0	1	0	0
830	3	8	29	0	28	645	0	1	0	0
830	3	14	34	0	28	645	0	1	0	0
830	5	19	1	0	0	173	0	1	1	0
830	4	23	5	0	10	1095	0	1	1	0
831	3	34	4	0	4	26	0	1	0	0
831	3	60	17	0	28	549	2	0	1	0
831	3	3	20	0	28	469	1	0	0	0
831	3	8	29	0	28	645	3	0	1	0
831	3	58	30	0	28	549	2	0	1	0
831	3	14	34	0	28	645	3	0	1	0
831	3	29	40	0	28	549	2	0	1	0
831	4	30	4	0	14	1620	0	1	1	0
832	3	10	5	0	2	22	0	1	1	0
832	3	59	6	0	28	373	0	1	0	0
832	3	54	7	0	28	749	1	0	0	0
832	3	32	22	0	28	749	1	0	0	0
832	3	26	23	0	28	749	1	0	0	0
832	3	52	32	0	28	373	0	1	0	0
832	3	53	35	0	28	373	0	1	0	0
832	1	2	1	0	12	1239	0	1	1	0
832	5	19	1	0	0	85	0	1	0	0
832	5	12	4	0	20	1335	0	1	0	0
832	2	37	2	0	10	549	0	1	1	0
832	2	39	3	0	10	549	0	1	1	0
833	3	34	4	0	4	61	0	1	0	0
833	3	56	21	0	28	645	0	1	1	0
833	3	28	28	0	28	645	0	1	1	0
833	3	1	39	0	28	645	0	1	1	0
833	7	42	3	0	2	87	0	1	1	0
834	3	34	4	0	4	41	0	1	0	0
834	3	49	18	0	28	549	2	0	0	0
834	3	3	20	0	28	469	0	1	0	0
834	3	8	29	0	28	549	2	0	0	0
834	3	14	34	0	28	549	2	0	0	0
834	3	29	40	0	28	469	1	0	0	0
834	1	5	2	0	12	1239	0	1	1	0
835	3	54	7	0	28	469	0	1	0	0
835	3	60	17	0	28	645	1	0	0	0
835	3	49	18	0	28	645	1	0	0	0
835	3	32	22	0	28	469	0	1	0	0
835	3	26	23	0	28	469	0	1	0	0
835	3	58	30	0	28	645	1	0	0	0
835	5	18	2	0	8	871	0	1	1	0
835	4	21	1	0	10	1095	0	1	1	0
836	3	59	6	0	28	373	2	0	1	0
836	3	54	7	0	28	549	3	0	1	0
836	3	15	8	0	28	373	0	1	1	0
836	3	9	19	0	28	277	1	0	1	0
836	3	32	22	0	28	549	3	0	1	0
836	3	31	24	0	28	373	0	1	1	0
836	3	13	31	0	28	373	0	1	1	0
836	3	40	33	0	28	373	0	1	0	0
837	3	60	17	0	28	469	0	1	0	0
837	3	8	29	0	28	645	1	0	0	0
837	3	58	30	0	28	469	0	1	0	0
837	3	40	33	0	28	469	0	1	0	0
837	3	14	34	0	28	645	1	0	0	0
837	3	29	40	0	28	469	0	1	0	0
837	5	11	3	0	18	1143	0	1	1	0
837	5	51	5	0	16	967	0	1	1	0
837	2	35	1	0	4	453	0	1	1	0
838	3	49	18	0	28	935	0	1	0	0
838	3	3	20	0	28	469	2	0	1	0
838	4	24	3	0	14	1620	0	1	1	0
839	3	59	6	0	28	373	1	0	0	0
839	3	54	7	0	28	749	2	0	1	0
839	3	32	22	0	28	749	2	0	1	0
839	3	26	23	0	28	749	2	0	0	0
839	3	52	32	0	28	373	1	0	0	0
839	3	53	35	0	28	373	1	0	0	0
839	5	12	4	0	20	1335	1	0	1	0
840	3	34	4	0	4	41	0	1	0	0
840	3	10	5	0	2	26	0	1	0	0
840	3	9	19	0	28	469	0	1	0	0
840	3	8	29	0	28	469	0	1	0	0
840	3	14	34	0	28	469	0	1	0	0
840	3	25	37	0	28	469	0	1	0	0
840	3	33	38	0	28	469	0	1	0	0
840	4	23	5	0	10	1095	0	1	1	0
841	3	34	4	0	4	26	0	1	0	0
841	3	10	5	0	2	18	0	1	1	0
841	3	59	6	0	28	277	0	1	0	0
841	3	49	18	0	28	549	3	0	1	0
841	3	3	20	0	28	469	1	0	0	0
841	3	8	29	0	28	549	3	0	1	0
841	3	52	32	0	28	277	0	1	0	0
841	3	14	34	0	28	549	3	0	1	0
841	3	53	35	0	28	277	0	1	0	0
841	3	29	40	0	28	469	2	0	1	0
841	4	30	4	0	14	1620	0	1	1	0
842	3	34	4	0	4	32	0	1	0	0
842	3	54	7	0	28	469	1	0	0	0
842	3	60	17	0	28	645	2	0	0	0
842	3	49	18	0	28	645	2	0	0	0
842	3	32	22	0	28	469	1	0	0	0
842	3	26	23	0	28	469	1	0	0	0
842	3	58	30	0	28	645	2	0	0	0
842	1	2	1	0	12	1239	0	1	1	0
842	5	19	1	0	0	85	0	1	0	0
842	5	12	4	0	20	1335	0	1	0	0
842	2	37	2	0	10	549	0	1	1	0
842	2	39	3	0	10	549	0	1	0	0
843	3	34	4	0	4	51	0	1	1	0
843	3	10	5	0	2	32	0	1	1	0
843	3	56	21	0	28	549	0	1	0	0
843	3	28	28	0	28	549	0	1	1	0
843	3	1	39	0	28	549	0	1	1	0
843	7	42	3	0	2	87	0	1	1	0
844	3	60	17	0	28	469	1	0	0	0
844	3	3	20	0	28	469	0	1	0	0
844	3	8	29	0	28	645	2	0	0	0
844	3	58	30	0	28	469	1	0	0	0
844	3	14	34	0	28	645	2	0	0	0
844	3	29	40	0	28	469	1	0	0	0
844	1	5	2	0	12	1239	0	1	1	0
845	3	34	4	0	4	51	0	1	0	0
845	3	54	7	0	28	549	0	1	0	0
845	3	49	18	0	28	935	1	0	0	0
845	3	32	22	0	28	549	0	1	0	0
845	3	26	23	0	28	549	0	1	0	0
845	5	18	2	0	8	871	0	1	1	0
845	4	21	1	0	10	1095	0	1	1	0
846	3	34	4	0	4	32	0	1	0	0
846	3	59	6	0	28	373	2	0	1	0
846	3	15	8	0	28	373	0	1	1	0
846	3	31	24	0	28	373	0	1	1	0
846	3	13	31	0	28	373	0	1	1	0
846	3	52	32	0	28	373	2	0	0	0
846	3	40	33	0	28	373	0	1	0	0
846	3	53	35	0	28	373	2	0	1	0
847	3	60	17	0	28	373	0	1	0	0
847	3	9	19	0	28	469	1	0	0	0
847	3	8	29	0	28	469	1	0	0	0
847	3	58	30	0	28	373	0	1	0	0
847	3	40	33	0	28	373	0	1	0	0
847	3	14	34	0	28	469	1	0	0	0
847	3	25	37	0	28	469	1	0	0	0
847	3	33	38	0	28	469	1	0	0	0
847	5	11	3	0	18	1143	0	1	1	0
847	5	51	5	0	16	967	0	1	1	0
847	2	35	1	0	4	453	0	1	1	0
848	3	59	6	0	28	277	1	0	0	0
848	3	49	18	0	28	549	0	1	0	0
848	3	3	20	0	28	469	2	0	1	0
848	3	53	35	0	28	277	1	0	0	0
848	3	29	40	0	28	549	0	1	0	0
848	4	24	3	0	14	1620	0	1	1	0
849	3	34	4	0	4	26	0	1	0	0
849	3	54	7	0	28	469	2	0	1	0
849	3	60	17	0	28	645	3	0	0	0
849	3	49	18	0	28	645	3	0	0	0
849	3	32	22	0	28	469	2	0	1	0
849	3	26	23	0	28	469	2	0	1	0
849	3	58	30	0	28	645	3	0	0	0
849	5	12	4	0	20	1335	1	0	1	0
850	3	34	4	0	4	41	0	1	0	0
850	3	10	5	0	2	26	0	1	1	0
850	3	9	19	0	28	469	0	1	0	0
850	3	8	29	0	28	469	0	1	0	0
850	3	14	34	0	28	469	0	1	0	0
850	3	25	37	0	28	469	0	1	0	0
850	3	33	38	0	28	469	0	1	0	0
850	4	23	5	0	10	1095	0	1	1	0
851	3	10	5	0	2	18	0	1	0	0
851	3	59	6	0	28	277	0	1	0	0
851	3	60	17	0	28	469	2	0	1	0
851	3	3	20	0	28	469	1	0	0	0
851	3	8	29	0	28	645	3	0	0	0
851	3	58	30	0	28	469	2	0	1	0
851	3	52	32	0	28	277	0	1	0	0
851	3	14	34	0	28	645	3	0	0	0
851	3	53	35	0	28	277	0	1	0	0
851	3	29	40	0	28	469	2	0	1	0
851	4	30	4	0	14	1620	0	1	1	0
852	3	54	7	0	28	549	1	0	0	0
852	3	49	18	0	28	935	2	0	0	0
852	3	32	22	0	28	549	1	0	0	0
852	1	2	1	0	12	1239	0	1	1	0
852	5	19	1	0	0	85	0	1	0	0
852	5	12	4	0	20	1335	0	1	0	0
852	2	37	2	0	10	549	0	1	0	0
852	2	39	3	0	10	549	0	1	1	0
853	3	34	4	0	4	51	0	1	1	0
853	3	10	5	0	2	32	0	1	0	0
853	3	56	21	0	28	549	0	1	0	0
853	3	28	28	0	28	549	0	1	1	0
853	3	1	39	0	28	549	0	1	1	0
853	7	42	3	0	2	87	0	1	1	0
854	3	34	4	0	4	26	0	1	0	0
854	3	10	5	0	2	18	0	1	1	0
854	3	60	17	0	28	373	1	0	0	0
854	3	9	19	0	28	469	2	0	0	0
854	3	3	20	0	28	277	0	1	0	0
854	3	8	29	0	28	469	2	0	0	0
854	3	58	30	0	28	373	1	0	0	0
854	3	14	34	0	28	469	2	0	0	0
854	3	25	37	0	28	469	2	0	0	0
854	3	33	38	0	28	469	2	0	0	0
854	1	5	2	0	12	1239	0	1	1	0
854	5	19	1	0	0	173	0	1	1	0
855	3	34	4	0	4	32	0	1	0	0
855	3	59	6	0	28	277	2	0	1	0
855	3	54	7	0	28	373	0	1	0	0
855	3	49	18	0	28	549	1	0	0	0
855	3	32	22	0	28	373	0	1	0	0
855	3	26	23	0	28	373	0	1	0	0
855	3	53	35	0	28	277	2	0	1	0
855	3	29	40	0	28	549	1	0	0	0
855	5	18	2	0	8	871	0	1	1	0
855	4	21	1	0	10	1095	0	1	1	0
856	3	34	4	0	4	51	0	1	0	0
856	3	15	8	0	28	549	0	1	1	0
856	3	31	24	0	28	549	0	1	1	0
856	3	13	31	0	28	549	0	1	1	0
856	3	40	33	0	28	549	0	1	1	0
857	3	34	4	0	4	32	0	1	0	0
857	3	60	17	0	28	373	0	1	0	0
857	3	9	19	0	28	469	1	0	0	0
857	3	8	29	0	28	469	1	0	0	0
857	3	58	30	0	28	373	0	1	0	0
857	3	14	34	0	28	469	1	0	0	0
857	3	25	37	0	28	469	1	0	0	0
857	3	29	40	0	28	373	0	1	0	0
857	5	11	3	0	18	1143	0	1	1	0
857	5	51	5	0	16	967	0	1	1	0
857	2	35	1	0	4	453	0	1	1	0
858	3	59	6	0	28	277	1	0	0	0
858	3	49	18	0	28	645	0	1	0	0
858	3	3	20	0	28	469	2	0	1	0
858	3	53	35	0	28	277	1	0	0	0
858	4	24	3	0	14	1620	0	1	1	0
859	3	34	4	0	4	32	0	1	0	0
859	3	10	5	0	2	22	0	1	1	0
859	3	54	7	0	28	549	2	0	0	0
859	3	49	18	0	28	935	3	0	1	0
859	3	9	19	0	28	373	0	1	1	0
859	3	32	22	0	28	549	2	0	0	0
859	3	25	37	0	28	373	0	1	1	0
859	5	12	4	0	20	1335	1	0	1	0
860	3	34	4	0	4	51	0	1	0	0
860	3	10	5	0	2	32	0	1	0	0
860	3	8	29	0	28	549	0	1	0	0
860	3	14	34	0	28	549	0	1	0	0
860	3	33	38	0	28	549	0	1	0	0
860	4	23	5	0	10	1095	0	1	1	0
861	3	34	4	0	4	26	0	1	0	0
861	3	60	17	0	28	373	2	0	0	0
861	3	9	19	0	28	469	3	0	0	0
861	3	3	20	0	28	277	1	0	0	0
861	3	8	29	0	28	469	3	0	0	0
861	3	58	30	0	28	373	2	0	0	0
861	3	14	34	0	28	469	3	0	0	0
861	3	25	37	0	28	469	3	0	0	0
861	3	33	38	0	28	469	3	0	0	0
861	4	30	4	0	14	1620	0	1	1	0
862	3	34	4	0	4	26	0	1	0	0
862	3	10	5	0	2	18	0	1	1	0
862	3	59	6	0	28	277	0	1	0	0
862	3	54	7	0	28	373	1	0	0	0
862	3	49	18	0	28	549	2	0	0	0
862	3	32	22	0	28	373	1	0	0	0
862	3	26	23	0	28	373	1	0	0	0
862	3	52	32	0	28	277	0	1	0	0
862	3	53	35	0	28	277	0	1	0	0
862	3	29	40	0	28	549	2	0	0	0
862	1	2	1	0	12	1239	0	1	1	0
862	5	19	1	0	0	85	0	1	0	0
862	5	12	4	0	20	1335	0	1	0	0
862	2	37	2	0	10	549	0	1	0	0
862	2	39	3	0	10	549	0	1	1	0
863	3	34	4	0	4	51	0	1	0	0
863	3	10	5	0	2	32	0	1	1	0
863	3	56	21	0	28	549	0	1	0	0
863	3	28	28	0	28	549	0	1	1	0
863	3	1	39	0	28	549	0	1	1	0
863	7	42	3	0	2	87	0	1	1	0
864	3	60	17	0	28	373	1	0	0	0
864	3	9	19	0	28	469	2	0	0	0
864	3	3	20	0	28	373	0	1	0	0
864	3	8	29	0	28	469	2	0	0	0
864	3	58	30	0	28	373	1	0	0	0
864	3	14	34	0	28	469	2	0	0	0
864	3	25	37	0	28	469	2	0	0	0
864	3	29	40	0	28	373	1	0	0	0
864	1	5	2	0	12	1239	0	1	1	0
865	3	34	4	0	4	41	0	1	0	0
865	3	59	6	0	28	277	2	0	0	0
865	3	54	7	0	28	469	0	1	0	0
865	3	49	18	0	28	645	1	0	0	0
865	3	32	22	0	28	469	0	1	0	0
865	3	26	23	0	28	469	0	1	0	0
865	3	53	35	0	28	277	2	0	1	0
865	5	18	2	0	8	871	0	1	1	0
865	4	21	1	0	10	1095	0	1	1	0
866	3	34	4	0	4	41	0	1	0	0
866	3	54	7	0	28	549	3	0	1	0
866	3	15	8	0	28	469	0	1	1	0
866	3	32	22	0	28	549	3	0	1	0
866	3	31	24	0	28	469	0	1	1	0
866	3	13	31	0	28	469	0	1	1	0
866	3	40	33	0	28	469	0	1	0	0
867	3	60	17	0	28	469	0	1	0	0
867	3	8	29	0	28	549	1	0	0	0
867	3	58	30	0	28	469	0	1	0	0
867	3	14	34	0	28	549	1	0	0	0
867	3	33	38	0	28	549	1	0	0	0
867	3	29	40	0	28	469	0	1	0	0
867	5	11	3	0	18	1143	0	1	1	0
867	5	51	5	0	16	967	0	1	1	0
867	2	35	1	0	4	453	0	1	1	0
868	3	60	17	0	28	373	3	0	1	0
868	3	49	18	0	28	645	0	1	0	0
868	3	3	20	0	28	277	2	0	0	0
868	3	58	30	0	28	373	3	0	0	0
868	4	24	3	0	14	1620	0	1	1	0
869	3	34	4	0	4	26	0	1	0	0
869	3	10	5	0	2	18	0	1	1	0
869	3	59	6	0	28	277	1	0	0	0
869	3	54	7	0	28	373	2	0	0	0
869	3	49	18	0	28	549	3	0	1	0
869	3	9	19	0	28	277	0	1	1	0
869	3	32	22	0	28	373	2	0	1	0
869	3	26	23	0	28	373	2	0	1	0
869	3	53	35	0	28	277	1	0	0	0
869	3	25	37	0	28	277	0	1	0	0
869	3	29	40	0	28	549	3	0	0	0
869	5	12	4	0	20	1335	1	0	1	0
870	3	34	4	0	4	51	0	1	0	0
870	3	10	5	0	2	32	0	1	1	0
870	3	8	29	0	28	549	0	1	0	0
870	3	14	34	0	28	549	0	1	0	0
870	3	33	38	0	28	549	0	1	0	0
870	4	23	5	0	10	1095	0	1	1	0
871	3	60	17	0	28	373	2	0	1	0
871	3	9	19	0	28	469	3	0	1	0
871	3	3	20	0	28	373	1	0	0	0
871	3	8	29	0	28	469	3	0	1	0
871	3	58	30	0	28	373	2	0	1	0
871	3	14	34	0	28	469	3	0	1	0
871	3	25	37	0	28	469	3	0	1	0
871	3	29	40	0	28	373	2	0	1	0
871	4	30	4	0	14	1620	0	1	1	0
872	3	34	4	0	4	32	0	1	0	0
872	3	10	5	0	2	22	0	1	0	0
872	3	59	6	0	28	373	0	1	0	0
872	3	54	7	0	28	469	1	0	0	0
872	3	49	18	0	28	645	2	0	0	0
872	3	32	22	0	28	469	1	0	0	0
872	3	26	23	0	28	469	1	0	0	0
872	3	52	32	0	28	373	0	1	0	0
872	3	53	35	0	28	373	0	1	0	0
872	1	2	1	0	12	1239	0	1	1	0
872	5	19	1	0	0	85	0	1	0	0
872	5	12	4	0	20	1335	0	1	1	0
872	2	37	2	0	10	549	0	1	0	0
872	2	39	3	0	10	549	0	1	1	0
873	3	34	4	0	4	51	0	1	0	0
873	3	10	5	0	2	32	0	1	1	0
873	3	56	21	0	28	549	0	1	0	0
873	3	28	28	0	28	549	0	1	1	0
873	3	1	39	0	28	549	0	1	1	0
873	7	42	3	0	2	87	0	1	1	0
874	3	60	17	0	28	469	1	0	0	0
874	3	8	29	0	28	549	2	0	0	0
874	3	58	30	0	28	469	1	0	0	0
874	3	14	34	0	28	549	2	0	0	0
874	3	33	38	0	28	549	2	0	0	0
874	3	29	40	0	28	469	1	0	0	0
874	1	5	2	0	12	1239	0	1	1	0
875	3	34	4	0	4	41	0	1	0	0
875	3	54	7	0	28	469	0	1	0	0
875	3	49	18	0	28	645	1	0	0	0
875	3	3	20	0	28	277	3	0	0	0
875	3	32	22	0	28	469	0	1	0	0
875	3	26	23	0	28	469	0	1	0	0
875	5	18	2	0	8	871	0	1	1	0
875	4	21	1	0	10	1095	0	1	1	0
876	3	34	4	0	4	32	0	1	0	0
876	3	59	6	0	28	277	2	0	1	0
876	3	54	7	0	28	373	3	0	1	0
876	3	15	8	0	28	373	0	1	1	0
876	3	3	20	0	28	373	0	1	1	0
876	3	31	24	0	28	373	0	1	1	0
876	3	13	31	0	28	373	0	1	1	0
876	3	40	33	0	28	373	0	1	1	0
876	3	53	35	0	28	277	2	0	0	0
877	3	34	4	0	4	41	0	1	0	0
877	3	60	17	0	28	469	0	1	0	0
877	3	8	29	0	28	549	1	0	0	0
877	3	58	30	0	28	469	0	1	0	0
877	3	14	34	0	28	549	1	0	0	0
877	3	33	38	0	28	549	1	0	0	0
877	3	29	40	0	28	469	0	1	0	0
877	5	11	3	0	18	1143	0	1	1	0
877	5	51	5	0	16	967	0	1	1	0
877	2	35	1	0	4	453	0	1	1	0
878	3	49	18	0	28	935	0	1	0	0
878	3	3	20	0	28	373	2	0	1	0
878	4	24	3	0	14	1620	0	1	1	0
879	3	34	4	0	4	32	1	0	0	0
879	3	10	5	0	2	18	0	1	1	0
879	3	59	6	0	28	373	1	0	1	0
879	3	54	7	0	28	469	2	0	1	0
879	3	49	18	0	28	645	3	0	1	0
879	3	9	19	0	28	277	0	1	1	0
879	3	32	22	0	28	469	2	0	1	0
879	3	26	23	0	28	469	2	0	1	0
879	3	53	35	0	28	373	1	0	1	0
880	3	34	4	0	4	41	0	1	1	0
880	3	10	5	0	2	26	0	1	0	0
880	3	8	29	0	28	469	0	1	0	0
880	3	14	34	0	28	469	0	1	0	0
880	3	25	37	0	28	469	0	1	0	0
880	3	33	38	0	28	469	0	1	0	0
880	4	23	5	0	10	1095	0	1	1	0
881	3	34	4	0	4	26	0	1	0	0
881	3	10	5	0	2	18	0	1	0	0
881	3	59	6	0	28	277	0	1	0	0
881	3	60	17	0	28	469	2	0	1	0
881	3	8	29	0	28	549	3	0	1	0
881	3	58	30	0	28	469	2	0	1	0
881	3	14	34	0	28	549	3	0	1	0
881	3	29	40	0	28	469	2	0	1	0
881	4	30	4	0	14	1620	0	1	1	0
882	3	54	7	0	28	469	1	0	0	0
882	3	49	18	0	28	645	2	0	0	0
882	3	32	22	0	28	469	1	0	0	0
882	3	26	23	0	28	469	1	0	0	0
882	3	52	32	0	28	469	0	1	0	0
882	3	53	35	0	28	469	0	1	0	0
882	1	2	1	0	12	1239	0	1	1	0
882	5	19	1	0	0	85	0	1	0	0
882	5	12	4	0	20	1335	0	1	1	0
882	2	37	2	0	10	549	0	1	0	0
882	2	39	3	0	10	549	0	1	1	0
883	3	34	4	0	4	61	0	1	1	0
883	3	56	21	0	28	645	0	1	0	0
883	3	28	28	0	28	645	0	1	1	0
883	3	1	39	0	28	645	0	1	1	0
883	7	42	3	0	2	87	0	1	1	0
884	3	34	4	0	4	32	0	1	1	0
884	3	60	17	0	28	469	1	0	0	0
884	3	3	20	0	28	373	0	1	0	0
884	3	8	29	0	28	549	2	0	0	0
884	3	58	30	0	28	469	1	0	0	0
884	3	14	34	0	28	549	2	0	0	0
884	3	33	38	0	28	549	2	0	0	0
884	3	29	40	0	28	469	1	0	0	0
884	1	5	2	0	12	1239	0	1	1	0
885	3	34	4	0	4	51	0	1	0	0
885	3	54	7	0	28	549	0	1	0	0
885	3	49	18	0	28	935	1	0	0	0
885	3	32	22	0	28	549	0	1	0	0
885	3	26	23	0	28	373	0	1	0	0
885	5	18	2	0	8	871	0	1	1	0
885	4	21	1	0	10	1095	0	1	1	0
886	3	34	4	0	4	51	0	1	0	0
886	3	15	8	0	28	549	0	1	1	0
886	3	31	24	0	28	549	0	1	1	0
886	3	13	31	0	28	549	0	1	1	0
886	3	40	33	0	28	549	0	1	1	0
887	3	34	4	0	4	32	0	1	0	0
887	3	60	17	0	28	373	0	1	0	0
887	3	8	29	0	28	469	1	0	0	0
887	3	58	30	0	28	373	0	1	0	0
887	3	14	34	0	28	469	1	0	0	0
887	3	25	37	0	28	469	1	0	0	0
887	3	33	38	0	28	469	1	0	0	0
887	3	29	40	0	28	373	0	1	0	0
887	5	11	3	0	18	1143	0	1	1	0
887	5	51	5	0	16	967	0	1	1	0
887	2	35	1	0	4	453	0	1	1	0
888	3	59	6	0	28	277	1	0	0	0
888	3	49	18	0	28	935	0	1	0	0
888	4	24	3	0	14	1620	0	1	1	0
889	3	34	4	0	4	26	0	1	0	0
889	3	54	7	0	28	469	2	0	1	0
889	3	49	18	0	28	645	3	0	1	0
889	3	32	22	0	28	469	2	0	1	0
889	3	52	32	0	28	469	1	0	1	0
889	3	53	35	0	28	469	1	0	0	0
889	3	25	37	0	28	277	0	1	1	0
889	3	33	38	0	28	277	0	1	1	0
890	3	34	4	0	4	51	0	1	0	0
890	3	10	5	0	2	32	0	1	0	0
890	3	9	19	0	28	549	0	1	0	0
890	3	8	29	0	28	549	0	1	0	0
890	3	14	34	0	28	549	0	1	0	0
890	4	23	5	0	10	1095	0	1	1	0
891	3	10	5	0	2	18	0	1	0	0
891	3	59	6	0	28	277	0	1	0	0
891	3	60	17	0	28	469	2	0	1	0
891	3	3	20	0	28	373	1	0	0	0
891	3	8	29	0	28	549	3	0	1	0
891	3	58	30	0	28	469	2	0	1	0
891	3	52	32	0	28	277	0	1	0	0
891	3	14	34	0	28	549	3	0	1	0
891	3	53	35	0	28	277	0	1	0	0
891	3	29	40	0	28	469	2	0	1	0
891	4	30	4	0	14	1620	0	1	1	0
892	3	34	4	0	4	41	0	1	0	0
892	3	10	5	0	2	26	0	1	1	0
892	3	54	7	0	28	549	1	0	0	0
892	3	49	18	0	28	935	2	0	0	0
892	3	32	22	0	28	549	1	0	0	0
892	3	26	23	0	28	373	1	0	0	0
892	1	2	1	0	12	1239	0	1	1	0
892	5	19	1	0	0	85	0	1	0	0
892	5	12	4	0	20	1335	0	1	1	0
892	2	37	2	0	0	85	0	1	0	0
892	2	39	3	0	10	549	0	1	1	0
893	3	34	4	0	4	61	0	1	0	0
893	3	56	21	0	28	645	0	1	0	0
893	3	28	28	0	28	645	0	1	1	0
893	3	1	39	0	28	645	0	1	1	0
893	7	42	3	0	2	87	0	1	1	0
894	3	34	4	0	4	32	0	1	0	0
894	3	60	17	0	28	373	1	0	0	0
894	3	8	29	0	28	469	2	0	0	0
894	3	58	30	0	28	373	1	0	0	0
894	3	14	34	0	28	469	2	0	0	0
894	3	25	37	0	28	469	2	0	1	0
894	3	33	38	0	28	469	2	0	0	0
894	3	29	40	0	28	373	1	0	0	0
894	1	5	2	0	10	1095	0	1	1	0
895	3	34	4	0	4	41	0	1	0	0
895	3	59	6	0	28	277	2	0	1	0
895	3	49	18	0	28	935	1	0	0	0
895	3	3	20	0	28	469	0	1	0	0
895	3	32	22	0	28	469	0	1	0	0
895	3	26	23	0	28	469	0	1	0	0
895	5	18	2	0	6	645	0	1	1	0
895	4	21	1	0	10	1095	0	1	1	0
896	3	34	4	0	4	41	0	1	0	0
896	3	54	7	0	28	469	0	1	1	0
896	3	15	8	0	28	469	0	1	1	0
896	3	31	24	0	28	469	0	1	1	0
896	3	13	31	0	28	469	0	1	1	0
896	3	40	33	0	28	469	0	1	0	0
896	3	53	35	0	28	469	2	0	1	0
897	3	60	17	0	28	469	0	1	0	0
897	3	9	19	0	28	549	1	0	0	0
897	3	8	29	0	28	549	1	0	0	0
897	3	58	30	0	28	469	0	1	0	0
897	3	14	34	0	28	549	1	0	0	0
897	3	29	40	0	28	469	0	1	0	0
897	5	11	3	0	18	1143	0	1	1	0
897	5	51	5	0	16	967	0	1	1	0
897	2	35	1	0	4	453	0	1	1	0
898	3	59	6	0	28	277	1	0	0	0
898	3	49	18	0	28	645	0	1	0	0
898	3	3	20	0	28	373	2	0	1	0
898	3	52	32	0	28	277	1	0	0	0
898	4	24	3	0	14	1620	0	1	1	0
899	3	10	5	0	2	22	0	1	1	0
899	3	54	7	0	28	549	2	0	1	0
899	3	49	18	0	28	935	3	0	1	0
899	3	9	19	0	28	373	0	1	1	0
899	3	32	22	0	28	549	2	0	1	0
899	3	26	23	0	28	373	2	0	1	0
899	3	25	37	0	28	373	0	1	1	0
899	3	33	38	0	28	373	0	1	1	0
900	3	34	4	0	4	61	0	1	0	0
900	3	10	5	0	2	37	0	1	1	0
900	3	8	29	0	28	645	0	1	0	0
