% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
789	6	6	2	0	28	4395	1	0	0
789	7	42	3	0	28	4395	0	1	0
790	2	39	3	0	28	4395	0	1	0
790	3	9	19	0	28	4395	0	1	0
790	5	18	2	0	4	437	0	1	0
790	6	4	1	0	28	4395	1	0	0
790	8	17	2	0	10	935	0	1	0
790	11	57	1	0	28	4395	0	1	0
791	2	35	1	0	28	4395	0	1	0
791	3	33	38	0	16	1836	0	1	0
791	9	20	1	0	28	4395	1	0	0
791	10	45	3	0	28	4395	0	1	0
791	12	47	1	0	28	4395	0	1	0
792	3	32	22	0	28	4395	0	1	0
792	5	51	5	0	8	839	0	1	0
792	6	6	2	0	28	4395	0	1	0
792	7	50	2	0	28	4395	2	0	0
792	8	43	1	0	28	4395	0	1	0
793	3	52	32	0	18	1980	0	1	0
793	4	24	3	0	10	935	0	1	0
793	5	11	3	0	6	621	0	1	0
793	6	4	1	0	28	4395	0	1	0
793	7	44	1	0	28	4395	0	1	0
793	13	22	2	0	28	4395	1	0	0
794	1	2	1	0	28	4395	1	0	0
794	3	27	2	0	22	2769	1	0	0
794	4	30	4	0	28	4395	1	0	0
794	5	12	4	0	28	4395	1	0	0
794	8	16	3	0	28	4395	0	1	0
794	9	20	1	0	28	4395	0	1	0
795	3	29	40	0	4	437	0	1	0
795	4	23	5	0	10	935	0	1	0
795	6	41	3	0	28	4395	0	1	0
795	8	16	3	0	28	4395	3	0	0
795	10	38	2	0	28	4395	1	0	0
796	1	5	2	0	28	4395	1	0	0
796	3	49	18	0	28	4395	1	0	0
796	4	21	1	0	28	4395	1	0	0
796	5	19	1	0	28	4395	0	1	0
796	11	46	2	0	28	4395	0	1	0
796	13	22	2	0	28	4395	0	1	0
797	1	2	1	0	28	4395	0	1	0
797	2	39	3	0	28	4395	1	0	0
797	3	9	19	0	28	4395	1	0	0
797	4	30	4	0	28	4395	0	1	0
797	5	12	4	0	28	4395	0	1	0
797	10	36	1	0	0	165	0	1	0
797	11	57	1	0	28	4395	1	0	0
797	13	48	1	0	28	4395	0	1	0
798	2	35	1	0	28	4395	1	0	0
798	3	54	7	0	20	2385	0	1	0
798	7	50	2	0	28	4395	0	1	0
798	10	38	2	0	28	4395	0	1	0
799	1	5	2	0	28	4395	0	1	0
799	2	37	2	0	2	269	0	1	0
799	3	8	29	0	28	4395	0	1	0
799	4	21	1	0	28	4395	0	1	0
799	6	6	2	0	28	4395	1	0	0
799	7	42	3	0	28	4395	0	1	0
800	2	39	3	0	28	4395	0	1	0
800	3	1	39	0	28	4395	0	1	0
800	5	18	2	0	4	437	0	1	0
800	6	4	1	0	28	4395	1	0	0
800	8	17	2	0	10	935	0	1	0
800	11	57	1	0	28	4395	0	1	0
800	13	22	2	0	28	4395	2	0	0
801	3	55	1	0	28	4395	0	1	0
801	8	16	3	0	28	4395	1	0	0
801	9	20	1	0	28	4395	1	0	0
801	10	45	3	0	28	4395	0	1	0
801	12	47	1	0	28	4395	0	1	0
802	2	35	1	0	28	4395	0	1	0
802	3	3	20	0	14	1527	0	1	0
802	6	6	2	0	28	4395	0	1	0
802	8	43	1	0	28	4395	0	1	0
803	3	56	21	0	14	1527	0	1	0
803	4	24	3	0	10	935	0	1	0
803	5	51	5	0	8	839	0	1	0
803	6	4	1	0	28	4395	0	1	0
803	13	22	2	0	28	4395	1	0	0
804	1	2	1	0	28	4395	1	0	0
804	2	39	3	0	28	4395	2	0	0
804	3	31	24	0	20	2385	0	1	0
804	4	30	4	0	28	4395	1	0	0
804	5	12	4	0	28	4395	1	0	0
804	7	44	1	0	28	4395	0	1	0
804	8	16	3	0	28	4395	0	1	0
805	3	28	28	0	10	935	0	1	0
805	4	23	5	0	10	935	0	1	0
805	5	11	3	0	10	935	0	1	0
805	6	41	3	0	28	4395	0	1	0
805	9	20	1	0	28	4395	0	1	0
805	10	38	2	0	28	4395	1	0	0
806	1	5	2	0	28	4395	1	0	0
806	3	8	29	0	28	4395	1	0	0
806	4	21	1	0	28	4395	1	0	0
806	5	19	1	0	28	4395	0	1	0
806	11	46	2	0	28	4395	0	1	0
806	13	22	2	0	28	4395	0	1	0
807	1	2	1	0	28	4395	0	1	0
807	2	39	3	0	28	4395	1	0	0
807	3	1	39	0	28	4395	1	0	0
807	4	30	4	0	28	4395	0	1	0
807	5	12	4	0	28	4395	0	1	0
807	10	36	1	0	0	165	0	1	0
807	11	57	1	0	28	4395	1	0	0
807	13	22	2	0	28	4395	3	0	0
808	2	37	2	0	2	269	0	1	0
808	3	55	1	0	28	4395	1	0	0
808	7	50	2	0	28	4395	0	1	0
808	8	16	3	0	28	4395	2	0	0
808	13	48	1	0	28	4395	0	1	0
809	1	5	2	0	28	4395	0	1	0
809	2	35	1	0	28	4395	1	0	0
809	3	3	20	0	28	4395	0	1	0
809	6	6	2	0	28	4395	1	0	0
809	7	42	3	0	28	4395	0	1	0
809	10	38	2	0	28	4395	0	1	0
810	3	29	40	0	24	3182	0	1	0
810	4	21	1	0	28	4395	0	1	0
810	5	18	2	0	28	4395	0	1	0
810	8	17	2	0	14	1527	0	1	0
810	11	57	1	0	28	4395	0	1	0
810	13	22	2	0	28	4395	2	0	0
811	2	39	3	0	28	4395	3	0	0
811	3	31	24	0	20	2385	1	0	0
811	8	16	3	0	28	4395	1	0	0
811	10	45	3	0	28	4395	0	1	0
811	12	47	1	0	28	4395	0	1	0
812	2	35	1	0	10	935	0	1	0
812	3	33	38	0	16	1836	0	1	0
812	5	11	3	0	10	935	1	0	0
812	6	6	2	0	28	4395	0	1	0
812	8	43	1	0	28	4395	0	1	0
812	9	20	1	0	28	4395	1	0	0
813	3	28	28	0	14	1527	0	1	0
813	4	24	3	0	10	935	0	1	0
813	5	51	5	0	8	839	0	1	0
813	6	4	1	0	28	4395	0	1	0
813	13	22	2	0	28	4395	1	0	0
814	1	2	1	0	28	4395	1	0	0
814	2	39	3	0	28	4395	2	0	0
814	3	60	17	0	12	1191	0	1	0
814	4	30	4	0	28	4395	1	0	0
814	5	12	4	0	28	4395	1	0	0
814	7	44	1	0	28	4395	0	1	0
814	8	16	3	0	28	4395	0	1	0
815	2	39	3	0	28	4395	0	1	0
815	3	58	30	0	8	839	0	1	0
815	4	23	5	0	10	935	0	1	0
815	5	11	3	0	10	935	0	1	0
815	6	41	3	0	28	4395	0	1	0
815	7	50	2	0	28	4395	1	0	0
815	9	20	1	0	28	4395	0	1	0
816	1	5	2	0	28	4395	1	0	0
816	3	3	20	0	28	4395	1	0	0
816	4	30	4	0	28	4395	0	1	0
816	5	19	1	0	28	4395	0	1	0
816	10	38	2	0	28	4395	1	0	0
816	11	46	2	0	28	4395	0	1	0
816	13	22	2	0	2	269	0	1	0
817	1	2	1	0	28	4395	0	1	0
817	2	37	2	0	6	621	0	1	0
817	3	29	40	0	24	3182	1	0	0
817	4	21	1	0	28	4395	1	0	0
817	5	18	2	0	28	4395	1	0	0
817	8	17	2	0	14	1527	1	0	0
817	10	36	1	0	28	4395	0	1	0
817	11	57	1	0	28	4395	1	0	0
817	13	22	2	0	28	4395	3	0	0
818	2	39	3	0	28	4395	0	1	0
818	3	53	35	0	22	2769	0	1	0
818	5	12	4	0	8	839	0	1	0
818	7	50	2	0	28	4395	0	1	0
818	13	48	1	0	28	4395	0	1	0
819	1	5	2	0	28	4395	0	1	0
819	3	33	38	0	16	1836	1	0	0
819	6	6	2	0	28	4395	1	0	0
819	7	42	3	0	28	4395	0	1	0
819	10	38	2	0	28	4395	0	1	0
820	3	28	28	0	14	1527	1	0	0
820	4	21	1	0	28	4395	0	1	0
820	5	18	2	0	4	437	0	1	0
820	8	17	2	0	10	935	0	1	0
820	11	57	1	0	28	4395	0	1	0
820	13	22	2	0	28	4395	2	0	0
821	2	39	3	0	28	4395	3	0	0
821	3	60	17	0	12	1191	1	0	0
821	8	16	3	0	28	4395	1	0	0
821	10	45	3	0	28	4395	0	1	0
821	12	47	1	0	28	4395	0	1	0
822	2	35	1	0	10	935	0	1	0
822	3	32	22	0	28	4395	0	1	0
822	5	11	3	0	10	935	1	0	0
822	6	6	2	0	28	4395	0	1	0
822	8	43	1	0	28	4395	0	1	0
822	9	20	1	0	28	4395	1	0	0
823	3	28	28	0	14	1527	0	1	0
823	4	30	4	0	28	4395	1	0	0
823	5	51	5	0	8	839	0	1	0
823	6	4	1	0	28	4395	0	1	0
824	1	2	1	0	28	4395	1	0	0
824	2	37	2	0	6	621	1	0	0
824	3	8	29	0	16	1836	0	1	0
824	4	24	3	0	10	935	0	1	0
824	5	11	3	0	10	935	0	1	0
824	7	44	1	0	28	4395	0	1	0
824	8	16	3	0	28	4395	0	1	0
824	10	36	1	0	28	4395	1	0	0
825	2	39	3	0	28	4395	1	0	0
825	3	53	35	0	22	2769	1	0	0
825	4	23	5	0	10	935	0	1	0
825	6	41	3	0	28	4395	0	1	0
825	7	50	2	0	28	4395	1	0	0
825	9	20	1	0	28	4395	0	1	0
826	1	5	2	0	28	4395	1	0	0
826	3	33	38	0	16	1836	2	0	0
826	4	30	4	0	28	4395	0	1	0
826	10	38	2	0	28	4395	1	0	0
826	11	46	2	0	28	4395	0	1	0
826	13	22	2	0	2	269	0	1	0
827	1	2	1	0	28	4395	0	1	0
827	2	37	2	0	4	437	0	1	0
827	3	26	23	0	28	4395	0	1	0
827	4	21	1	0	28	4395	1	0	0
827	5	12	4	0	10	935	0	1	0
827	10	36	1	0	28	4395	0	1	0
827	11	57	1	0	28	4395	1	0	0
827	13	48	1	0	28	4395	0	1	0
828	2	39	3	0	28	4395	0	1	0
828	3	53	35	0	28	4395	0	1	0
828	7	50	2	0	28	4395	0	1	0
829	1	5	2	0	28	4395	0	1	0
829	3	32	22	0	28	4395	1	0	0
829	6	6	2	0	28	4395	1	0	0
829	7	42	3	0	28	4395	0	1	0
829	10	38	2	0	28	4395	0	1	0
830	3	13	31	0	24	3182	0	1	0
830	4	21	1	0	28	4395	0	1	0
830	5	18	2	0	4	437	0	1	0
830	8	17	2	0	10	935	0	1	0
830	11	57	1	0	28	4395	0	1	0
831	3	8	29	0	16	1836	1	0	0
831	10	36	1	0	28	4395	2	0	0
831	12	47	1	0	28	4395	0	1	0
832	2	39	3	0	28	4395	2	0	0
832	3	33	38	0	16	1836	0	1	0
832	6	6	2	0	28	4395	0	1	0
832	7	50	2	0	28	4395	2	0	0
832	8	43	1	0	28	4395	0	1	0
832	9	20	1	0	28	4395	1	0	0
832	10	45	3	0	28	4395	0	1	0
833	2	35	1	0	8	839	0	1	0
833	3	28	28	0	18	1980	0	1	0
833	4	30	4	0	28	4395	1	0	0
833	5	51	5	0	8	839	0	1	0
833	6	4	1	0	28	4395	0	1	0
834	1	2	1	0	28	4395	1	0	0
834	3	15	8	0	20	2385	0	1	0
834	4	24	3	0	10	935	0	1	0
834	5	11	3	0	28	4395	0	1	0
834	7	44	1	0	28	4395	0	1	0
834	8	16	3	0	28	4395	0	1	0
834	10	36	1	0	28	4395	1	0	0
835	2	39	3	0	28	4395	1	0	0
835	3	53	35	0	28	4395	1	0	0
835	4	23	5	0	10	935	0	1	0
835	5	19	1	0	28	4395	0	1	0
835	6	41	3	0	28	4395	0	1	0
835	9	20	1	0	28	4395	0	1	0
836	1	5	2	0	28	4395	1	0	0
836	3	29	40	0	24	3182	0	1	0
836	4	30	4	0	28	4395	0	1	0
836	5	19	1	0	28	4395	0	1	0
836	10	38	2	0	28	4395	1	0	0
836	11	46	2	0	28	4395	0	1	0
836	13	22	2	0	28	4395	0	1	0
837	1	2	1	0	28	4395	0	1	0
837	2	37	2	0	6	621	0	1	0
837	3	13	31	0	24	3182	1	0	0
837	4	21	1	0	28	4395	1	0	0
837	5	12	4	0	28	4395	0	1	0
837	10	36	1	0	28	4395	0	1	0
837	11	57	1	0	28	4395	1	0	0
837	13	48	1	0	28	4395	0	1	0
838	2	39	3	0	28	4395	0	1	0
838	3	58	30	0	22	2769	0	1	0
838	7	50	2	0	28	4395	0	1	0
839	1	5	2	0	28	4395	0	1	0
839	2	39	3	0	28	4395	3	0	0
839	3	33	38	0	16	1836	1	0	0
839	6	6	2	0	28	4395	1	0	0
839	7	42	3	0	28	4395	0	1	0
839	10	38	2	0	28	4395	0	1	0
840	3	28	28	0	18	1980	1	0	0
840	4	21	1	0	28	4395	0	1	0
840	5	18	2	0	28	4395	0	1	0
840	6	4	1	0	28	4395	1	0	0
840	8	17	2	0	14	1527	0	1	0
840	11	57	1	0	28	4395	0	1	0
841	3	15	8	0	20	2385	1	0	0
841	5	11	3	0	28	4395	1	0	0
841	8	16	3	0	28	4395	1	0	0
841	10	45	3	0	28	4395	0	1	0
841	12	47	1	0	28	4395	0	1	0
842	2	39	3	0	28	4395	2	0	0
842	3	49	18	0	16	1836	0	1	0
842	6	6	2	0	28	4395	0	1	0
842	8	43	1	0	28	4395	0	1	0
842	9	20	1	0	28	4395	1	0	0
843	2	35	1	0	28	4395	0	1	0
843	3	29	40	0	24	3182	1	0	0
843	4	30	4	0	28	4395	1	0	0
843	5	51	5	0	8	839	0	1	0
843	6	4	1	0	28	4395	0	1	0
843	13	22	2	0	28	4395	1	0	0
844	1	2	1	0	28	4395	1	0	0
844	2	37	2	0	6	621	1	0	0
844	3	9	19	0	16	1836	0	1	0
844	4	24	3	0	10	935	0	1	0
844	5	12	4	0	28	4395	1	0	0
844	7	44	1	0	28	4395	0	1	0
844	8	16	3	0	28	4395	0	1	0
844	10	36	1	0	28	4395	1	0	0
845	3	60	17	0	8	839	0	1	0
845	4	23	5	0	10	935	0	1	0
845	5	11	3	0	10	935	0	1	0
845	6	41	3	0	28	4395	0	1	0
845	7	50	2	0	28	4395	1	0	0
845	9	20	1	0	28	4395	0	1	0
846	1	5	2	0	28	4395	1	0	0
846	3	33	38	0	16	1836	2	0	0
846	4	30	4	0	28	4395	0	1	0
846	5	19	1	0	28	4395	0	1	0
846	10	38	2	0	28	4395	1	0	0
846	11	46	2	0	28	4395	0	1	0
846	13	22	2	0	28	4395	0	1	0
847	2	37	2	0	6	621	0	1	0
847	3	54	7	0	24	3182	0	1	0
847	4	21	1	0	28	4395	1	0	0
847	5	18	2	0	28	4395	1	0	0
847	8	17	2	0	14	1527	1	0	0
847	10	36	1	0	28	4395	0	1	0
847	11	57	1	0	28	4395	1	0	0
847	13	48	1	0	28	4395	0	1	0
848	1	2	1	0	28	4395	0	1	0
848	2	39	3	0	28	4395	0	1	0
848	3	13	31	0	24	3182	0	1	0
848	5	12	4	0	8	839	0	1	0
848	7	42	3	0	28	4395	0	1	0
848	8	16	3	0	28	4395	2	0	0
849	1	5	2	0	28	4395	0	1	0
849	3	3	20	0	24	3182	0	1	0
849	6	6	2	0	28	4395	1	0	0
849	7	50	2	0	28	4395	0	1	0
849	10	38	2	0	28	4395	0	1	0
850	2	35	1	0	28	4395	1	0	0
850	3	27	2	0	22	2769	0	1	0
850	4	21	1	0	28	4395	0	1	0
850	5	18	2	0	28	4395	0	1	0
850	11	57	1	0	28	4395	0	1	0
850	13	22	2	0	28	4395	2	0	0
851	3	9	19	0	16	1836	1	0	0
851	8	16	3	0	28	4395	1	0	0
851	10	36	1	0	28	4395	2	0	0
851	12	47	1	0	28	4395	0	1	0
852	2	35	1	0	8	839	0	1	0
852	3	49	18	0	16	1836	0	1	0
852	5	11	3	0	10	935	1	0	0
852	6	4	1	0	28	4395	0	1	0
852	7	50	2	0	28	4395	2	0	0
852	8	43	1	0	28	4395	0	1	0
852	9	20	1	0	28	4395	1	0	0
852	10	45	3	0	28	4395	0	1	0
853	3	56	21	0	12	1191	0	1	0
853	4	30	4	0	28	4395	1	0	0
853	5	51	5	0	8	839	0	1	0
853	6	6	2	0	28	4395	0	1	0
853	8	17	2	0	10	935	0	1	0
853	13	22	2	0	28	4395	1	0	0
854	2	37	2	0	6	621	1	0	0
854	3	54	7	0	24	3182	1	0	0
854	4	24	3	0	10	935	0	1	0
854	5	11	3	0	10	935	0	1	0
854	7	44	1	0	28	4395	0	1	0
854	8	16	3	0	28	4395	0	1	0
854	10	36	1	0	28	4395	1	0	0
855	1	2	1	0	28	4395	1	0	0
855	2	39	3	0	28	4395	1	0	0
855	3	13	31	0	24	3182	1	0	0
855	4	23	5	0	10	935	0	1	0
855	6	41	3	0	28	4395	0	1	0
855	8	16	3	0	28	4395	3	0	0
855	9	20	1	0	28	4395	0	1	0
856	1	5	2	0	28	4395	1	0	0
856	3	3	20	0	24	3182	1	0	0
856	4	30	4	0	28	4395	0	1	0
856	7	50	2	0	28	4395	1	0	0
856	10	38	2	0	28	4395	1	0	0
856	11	46	2	0	28	4395	0	1	0
856	13	22	2	0	28	4395	0	1	0
857	2	37	2	0	4	437	0	1	0
857	3	27	2	0	22	2769	1	0	0
857	4	21	1	0	28	4395	1	0	0
857	5	18	2	0	28	4395	1	0	0
857	10	36	1	0	28	4395	0	1	0
857	11	57	1	0	28	4395	1	0	0
857	13	22	2	0	28	4395	3	0	0
858	1	2	1	0	28	4395	0	1	0
858	3	26	23	0	28	4395	0	1	0
858	5	12	4	0	10	935	0	1	0
858	7	42	3	0	28	4395	0	1	0
858	8	16	3	0	28	4395	2	0	0
858	10	36	1	0	28	4395	3	0	0
858	13	48	1	0	28	4395	0	1	0
859	1	5	2	0	28	4395	0	1	0
859	3	49	18	0	16	1836	1	0	0
859	7	50	2	0	28	4395	3	0	0
859	8	16	3	0	28	4395	0	1	0
859	10	38	2	0	28	4395	0	1	0
860	3	60	17	0	28	4395	0	1	0
860	4	21	1	0	28	4395	0	1	0
860	5	18	2	0	4	437	0	1	0
860	6	6	2	0	28	4395	1	0	0
860	7	50	2	0	0	165	0	1	0
860	11	57	1	0	28	4395	0	1	0
860	13	22	2	0	28	4395	2	0	0
861	3	32	22	0	28	4395	0	1	0
861	8	16	3	0	28	4395	1	0	0
861	10	36	1	0	28	4395	2	0	0
861	12	47	1	0	28	4395	0	1	0
862	2	39	3	0	28	4395	2	0	0
862	3	33	38	0	16	1836	0	1	0
862	6	4	1	0	28	4395	0	1	0
862	8	43	1	0	28	4395	0	1	0
862	9	20	1	0	28	4395	1	0	0
862	10	45	3	0	28	4395	0	1	0
863	2	35	1	0	8	839	0	1	0
863	3	28	28	0	16	1836	0	1	0
863	4	30	4	0	28	4395	1	0	0
863	5	51	5	0	8	839	0	1	0
863	6	6	2	0	28	4395	0	1	0
863	7	50	2	0	28	4395	2	0	0
863	8	17	2	0	10	935	0	1	0
863	13	22	2	0	28	4395	1	0	0
864	2	39	3	0	28	4395	0	1	0
864	3	15	8	0	20	2385	0	1	0
864	4	24	3	0	10	935	0	1	0
864	5	11	3	0	28	4395	0	1	0
864	7	44	1	0	28	4395	0	1	0
864	10	36	1	0	28	4395	1	0	0
865	1	2	1	0	28	4395	1	0	0
865	3	26	23	0	28	4395	1	0	0
865	4	23	5	0	10	935	0	1	0
865	5	19	1	0	28	4395	0	1	0
865	6	41	3	0	28	4395	0	1	0
865	9	20	1	0	28	4395	0	1	0
866	1	5	2	0	28	4395	1	0	0
866	3	8	29	0	20	2385	0	1	0
866	4	30	4	0	28	4395	0	1	0
866	10	38	2	0	28	4395	1	0	0
866	11	46	2	0	28	4395	0	1	0
866	13	22	2	0	2	269	0	1	0
867	2	37	2	0	28	4395	0	1	0
867	3	60	17	0	28	4395	1	0	0
867	4	21	1	0	28	4395	1	0	0
867	5	12	4	0	10	935	0	1	0
867	10	36	1	0	2	269	0	1	0
867	11	57	1	0	28	4395	1	0	0
867	13	22	2	0	28	4395	3	0	0
868	1	2	1	0	28	4395	0	1	0
868	2	39	3	0	28	4395	0	1	0
868	3	32	22	0	28	4395	1	0	0
868	7	42	3	0	28	4395	0	1	0
868	10	36	1	0	28	4395	3	0	0
868	13	48	1	0	28	4395	0	1	0
869	1	5	2	0	28	4395	0	1	0
869	2	39	3	0	28	4395	3	0	0
869	3	33	38	0	16	1836	1	0	0
869	6	4	1	0	28	4395	1	0	0
869	7	50	2	0	0	165	0	1	0
869	8	16	3	0	28	4395	0	1	0
869	10	38	2	0	28	4395	0	1	0
870	3	28	28	0	16	1836	1	0	0
870	4	21	1	0	28	4395	0	1	0
870	5	18	2	0	28	4395	0	1	0
870	6	6	2	0	28	4395	1	0	0
870	11	57	1	0	28	4395	0	1	0
870	13	22	2	0	28	4395	2	0	0
871	3	15	8	0	20	2385	1	0	0
871	5	11	3	0	28	4395	1	0	0
871	8	17	2	0	14	1527	0	1	0
871	10	36	1	0	28	4395	2	0	0
871	12	47	1	0	28	4395	0	1	0
872	2	35	1	0	8	839	0	1	0
872	3	7	3	0	14	1527	0	1	0
872	6	4	1	0	28	4395	0	1	0
872	8	43	1	0	28	4395	0	1	0
872	9	20	1	0	28	4395	1	0	0
872	10	45	3	0	28	4395	0	1	0
873	3	8	29	0	20	2385	1	0	0
873	4	30	4	0	28	4395	1	0	0
873	5	51	5	0	10	935	0	1	0
873	6	6	2	0	28	4395	0	1	0
874	3	59	6	0	14	1527	0	1	0
874	4	24	3	0	10	935	0	1	0
874	5	11	3	0	28	4395	0	1	0
874	7	44	1	0	28	4395	0	1	0
875	1	2	1	0	28	4395	1	0	0
875	2	39	3	0	28	4395	1	0	0
875	3	15	8	0	20	2385	0	1	0
875	4	23	5	0	10	935	0	1	0
875	5	19	1	0	28	4395	0	1	0
875	6	41	3	0	28	4395	0	1	0
875	9	20	1	0	28	4395	0	1	0
876	1	5	2	0	28	4395	1	0	0
876	3	59	6	0	18	1980	0	1	0
876	4	30	4	0	28	4395	0	1	0
876	5	19	1	0	28	4395	0	1	0
876	6	4	1	0	28	4395	2	0	0
876	7	50	2	0	0	165	1	0	0
876	8	16	3	0	28	4395	1	0	0
876	10	38	2	0	28	4395	1	0	0
876	11	46	2	0	28	4395	0	1	0
876	13	22	2	0	2	269	0	1	0
877	3	25	37	0	12	1191	0	1	0
877	4	21	1	0	28	4395	1	0	0
877	5	18	2	0	28	4395	1	0	0
877	11	57	1	0	28	4395	1	0	0
877	13	22	2	0	28	4395	3	0	0
878	1	2	1	0	28	4395	0	1	0
878	2	37	2	0	28	4395	0	1	0
878	3	58	30	0	20	2385	0	1	0
878	5	12	4	0	10	935	0	1	0
878	7	42	3	0	28	4395	0	1	0
878	8	17	2	0	14	1527	1	0	0
878	10	36	1	0	28	4395	3	0	0
878	13	48	1	0	28	4395	0	1	0
879	1	5	2	0	28	4395	0	1	0
879	2	39	3	0	28	4395	0	1	0
879	3	7	3	0	14	1527	1	0	0
879	6	4	1	0	28	4395	1	0	0
879	7	50	2	0	28	4395	0	1	0
879	8	16	3	0	28	4395	0	1	0
879	10	36	1	0	28	4395	0	1	0
880	3	60	17	0	28	4395	0	1	0
880	4	21	1	0	28	4395	0	1	0
880	5	18	2	0	28	4395	0	1	0
880	6	6	2	0	28	4395	1	0	0
880	10	38	2	0	10	935	0	1	0
880	11	57	1	0	28	4395	0	1	0
881	3	59	6	0	14	1527	1	0	0
881	5	11	3	0	28	4395	1	0	0
881	8	17	2	0	14	1527	0	1	0
881	10	45	3	0	28	4395	0	1	0
881	12	47	1	0	28	4395	0	1	0
882	1	2	1	0	28	4395	2	0	0
882	2	39	3	0	28	4395	2	0	0
882	3	15	8	0	20	2385	1	0	0
882	6	4	1	0	28	4395	0	1	0
882	8	43	1	0	28	4395	0	1	0
882	9	20	1	0	28	4395	1	0	0
883	2	35	1	0	28	4395	0	1	0
883	3	59	6	0	18	1980	1	0	0
883	4	30	4	0	28	4395	1	0	0
883	5	51	5	0	10	935	0	1	0
883	6	6	2	0	28	4395	0	1	0
883	8	16	3	0	28	4395	2	0	0
884	3	25	37	0	12	1191	1	0	0
884	4	24	3	0	10	935	0	1	0
884	5	11	3	0	8	839	0	1	0
884	7	44	1	0	28	4395	0	1	0
885	1	2	1	0	28	4395	1	0	0
885	3	58	30	0	20	2385	1	0	0
885	4	23	5	0	8	839	0	1	0
885	6	41	3	0	28	4395	0	1	0
885	9	20	1	0	28	4395	0	1	0
886	1	5	2	0	28	4395	1	0	0
886	3	3	20	0	20	2385	0	1	0
886	4	30	4	0	28	4395	0	1	0
886	8	16	3	0	28	4395	1	0	0
886	10	36	1	0	28	4395	1	0	0
886	11	46	2	0	28	4395	0	1	0
886	13	22	2	0	2	269	0	1	0
887	3	60	17	0	28	4395	1	0	0
887	4	21	1	0	28	4395	1	0	0
887	5	18	2	0	28	4395	1	0	0
887	11	57	1	0	28	4395	1	0	0
887	13	48	1	0	28	4395	0	1	0
888	1	2	1	0	28	4395	0	1	0
888	2	37	2	0	28	4395	0	1	0
888	3	59	6	0	14	1527	2	0	0
888	5	12	4	0	10	935	0	1	0
888	7	42	3	0	28	4395	0	1	0
888	8	17	2	0	14	1527	1	0	0
888	10	36	1	0	4	437	0	1	0
889	1	2	1	0	28	4395	3	0	0
889	2	39	3	0	28	4395	0	1	0
889	3	8	29	0	28	4395	0	1	0
889	6	4	1	0	28	4395	1	0	0
889	7	50	2	0	28	4395	0	1	0
889	8	16	3	0	28	4395	0	1	0
889	10	38	2	0	10	935	0	1	0
890	1	5	2	0	4	437	0	1	0
890	2	35	1	0	28	4395	1	0	0
890	3	54	7	0	24	3182	0	1	0
890	4	21	1	0	28	4395	0	1	0
890	5	18	2	0	28	4395	0	1	0
890	6	6	2	0	28	4395	1	0	0
890	11	57	1	0	28	4395	0	1	0
891	3	25	37	0	12	1191	2	0	0
891	5	19	1	0	28	4395	0	1	0
891	8	17	2	0	14	1527	0	1	0
891	10	45	3	0	28	4395	0	1	0
891	12	47	1	0	28	4395	0	1	0
892	2	35	1	0	28	4395	0	1	0
892	3	34	4	0	22	2769	0	1	0
892	6	4	1	0	28	4395	0	1	0
892	9	20	1	0	28	4395	1	0	0
893	3	3	20	0	20	2385	1	0	0
893	4	30	4	0	28	4395	1	0	0
893	5	51	5	0	10	935	0	1	0
893	6	6	2	0	28	4395	0	1	0
893	8	43	1	0	28	4395	0	1	0
894	3	40	33	0	16	1836	0	1	0
894	4	24	3	0	10	935	0	1	0
894	5	11	3	0	28	4395	0	1	0
894	7	44	1	0	28	4395	0	1	0
895	1	2	1	0	28	4395	1	0	0
895	3	9	19	0	18	1980	0	1	0
895	4	23	5	0	10	935	0	1	0
895	6	41	3	0	28	4395	0	1	0
895	9	20	1	0	28	4395	0	1	0
895	10	36	1	0	4	437	1	0	0
896	2	39	3	0	28	4395	1	0	0
896	3	8	29	0	28	4395	1	0	0
896	4	30	4	0	28	4395	0	1	0
896	7	50	2	0	28	4395	1	0	0
896	8	16	3	0	28	4395	1	0	0
896	11	46	2	0	28	4395	0	1	0
897	3	54	7	0	24	3182	1	0	0
897	4	21	1	0	28	4395	1	0	0
897	5	18	2	0	28	4395	1	0	0
897	11	57	1	0	28	4395	1	0	0
897	13	22	2	0	28	4395	0	1	0
898	1	2	1	0	0	165	0	1	0
898	3	53	35	0	22	2769	0	1	0
898	5	12	4	0	10	935	0	1	0
898	8	17	2	0	14	1527	1	0	0
898	10	36	1	0	28	4395	0	1	0
898	13	48	1	0	28	4395	0	1	0
899	1	5	2	0	4	437	0	1	0
899	2	35	1	0	28	4395	1	0	0
899	3	1	39	0	24	3182	0	1	0
899	6	4	1	0	28	4395	1	0	0
899	7	50	2	0	28	4395	0	1	0
899	8	16	3	0	28	4395	0	1	0
899	10	38	2	0	28	4395	0	1	0
900	3	27	2	0	22	2769	0	1	0
900	4	21	1	0	28	4395	0	1	0
900	5	19	1	0	28	4395	0	1	0
900	6	6	2	0	28	4395	1	0	0
900	7	42	3	0	28	4395	0	1	0
900	11	57	1	0	28	4395	0	1	0
901	3	10	5	0	14	1527	0	1	0
901	5	11	3	0	28	4395	1	0	0
901	8	17	2	0	28	4395	0	1	0
901	10	45	3	0	28	4395	0	1	0
901	12	47	1	0	28	4395	0	1	0
