% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
668	2	35	1	0	28	4395	1	0	0
668	3	56	21	0	14	1527	1	0	0
668	7	50	2	0	28	4395	0	1	0
668	10	38	2	0	10	935	0	1	0
669	1	5	2	0	28	4395	0	1	0
669	2	37	2	0	6	621	0	1	0
669	3	1	39	0	18	1980	0	1	0
669	4	21	1	0	28	4395	0	1	0
669	6	4	1	0	28	4395	0	1	0
669	7	42	3	0	28	4395	0	1	0
669	8	16	3	0	28	4395	1	0	0
669	10	36	1	0	0	165	0	1	0
669	11	57	1	0	28	4395	0	1	0
670	2	39	3	0	28	4395	0	1	0
670	3	13	31	0	16	1836	1	0	0
670	5	18	2	0	4	437	0	1	0
670	8	17	2	0	10	935	0	1	0
670	10	45	3	0	28	4395	0	1	0
670	12	47	1	0	28	4395	0	1	0
670	13	22	2	0	28	4395	2	0	0
671	2	35	1	0	28	4395	0	1	0
671	3	34	4	0	24	3182	0	1	0
671	4	29	2	0	28	4395	0	1	0
671	5	11	3	0	10	935	1	0	0
671	9	20	1	0	28	4395	1	0	0
672	3	58	30	0	14	1527	1	0	0
672	5	51	5	0	8	839	0	1	0
672	6	6	2	0	8	839	0	1	0
672	8	16	3	0	28	4395	0	1	0
673	3	27	2	0	22	2769	1	0	0
673	4	24	3	0	10	935	0	1	0
673	5	11	3	0	8	839	0	1	0
673	7	44	1	0	28	4395	0	1	0
673	8	43	1	0	28	4395	0	1	0
674	2	39	3	0	28	4395	2	0	0
674	3	28	28	0	18	1980	1	0	0
674	4	23	5	0	10	935	0	1	0
674	5	12	4	0	28	4395	1	0	0
674	6	41	3	0	28	4395	0	1	0
674	9	20	1	0	28	4395	0	1	0
675	3	7	3	0	22	2769	0	1	0
675	4	30	4	0	8	839	0	1	0
675	7	50	2	0	28	4395	1	0	0
675	11	46	2	0	28	4395	0	1	0
676	1	5	2	0	28	4395	1	0	0
676	3	1	39	0	18	1980	1	0	0
676	4	21	1	0	28	4395	1	0	0
676	5	19	1	0	28	4395	0	1	0
676	10	36	1	0	0	165	0	1	0
676	11	57	1	0	28	4395	1	0	0
676	13	22	2	0	28	4395	0	1	0
677	1	2	1	0	28	4395	0	1	0
677	2	39	3	0	28	4395	1	0	0
677	3	13	31	0	16	1836	2	0	0
677	5	12	4	0	28	4395	0	1	0
677	13	22	2	0	28	4395	3	0	0
678	2	35	1	0	28	4395	1	0	0
678	3	34	4	0	24	3182	1	0	0
678	4	29	2	0	28	4395	1	0	0
678	7	50	2	0	28	4395	0	1	0
678	10	38	2	0	10	935	0	1	0
678	13	48	1	0	28	4395	0	1	0
679	1	5	2	0	28	4395	0	1	0
679	2	37	2	0	6	621	0	1	0
679	3	3	20	0	18	1980	0	1	0
679	4	21	1	0	28	4395	0	1	0
679	6	4	1	0	28	4395	0	1	0
679	7	42	3	0	28	4395	0	1	0
679	11	57	1	0	28	4395	0	1	0
680	2	39	3	0	28	4395	0	1	0
680	3	55	1	0	28	4395	0	1	0
680	5	18	2	0	4	437	0	1	0
680	8	17	2	0	10	935	0	1	0
680	10	45	3	0	28	4395	0	1	0
680	12	47	1	0	28	4395	0	1	0
681	2	39	3	0	28	4395	3	0	0
681	3	32	22	0	28	4395	0	1	0
681	4	29	2	0	28	4395	0	1	0
681	9	20	1	0	28	4395	1	0	0
682	2	35	1	0	10	935	0	1	0
682	3	40	33	0	12	1191	0	1	0
682	5	51	5	0	8	839	0	1	0
682	6	6	2	0	8	839	0	1	0
682	8	16	3	0	28	4395	0	1	0
683	3	14	34	0	20	2385	0	1	0
683	4	24	3	0	10	935	0	1	0
683	5	11	3	0	8	839	0	1	0
683	7	44	1	0	28	4395	0	1	0
683	8	43	1	0	28	4395	0	1	0
683	13	22	2	0	28	4395	1	0	0
684	1	2	1	0	28	4395	1	0	0
684	2	39	3	0	28	4395	2	0	0
684	3	52	32	0	18	1980	0	1	0
684	4	23	5	0	10	935	0	1	0
684	5	12	4	0	28	4395	1	0	0
684	6	41	3	0	28	4395	0	1	0
684	9	20	1	0	28	4395	0	1	0
685	3	53	35	0	12	1191	0	1	0
685	4	30	4	0	8	839	0	1	0
685	11	46	2	0	28	4395	0	1	0
686	1	5	2	0	28	4395	1	0	0
686	3	3	20	0	18	1980	1	0	0
686	4	21	1	0	28	4395	1	0	0
686	5	19	1	0	28	4395	0	1	0
686	6	4	1	0	28	4395	1	0	0
686	10	36	1	0	0	165	0	1	0
686	11	57	1	0	28	4395	1	0	0
686	13	48	1	0	28	4395	0	1	0
687	1	2	1	0	28	4395	0	1	0
687	2	37	2	0	6	621	0	1	0
687	3	55	1	0	28	4395	1	0	0
687	5	12	4	0	28	4395	0	1	0
687	13	22	2	0	0	165	0	1	0
688	3	32	22	0	28	4395	1	0	0
688	4	29	2	0	28	4395	1	0	0
688	7	50	2	0	28	4395	0	1	0
688	10	38	2	0	10	935	0	1	0
689	1	5	2	0	28	4395	0	1	0
689	3	8	29	0	24	3182	0	1	0
689	4	21	1	0	28	4395	0	1	0
689	6	4	1	0	28	4395	0	1	0
689	7	42	3	0	28	4395	0	1	0
689	8	16	3	0	28	4395	1	0	0
689	11	57	1	0	28	4395	0	1	0
690	3	14	34	0	20	2385	1	0	0
690	5	18	2	0	4	437	0	1	0
690	8	17	2	0	10	935	0	1	0
690	10	45	3	0	28	4395	0	1	0
690	12	47	1	0	28	4395	0	1	0
690	13	22	2	0	28	4395	2	0	0
691	2	39	3	0	28	4395	3	0	0
691	3	52	32	0	18	1980	1	0	0
691	4	29	2	0	28	4395	0	1	0
691	9	20	1	0	28	4395	1	0	0
692	2	35	1	0	10	935	0	1	0
692	3	53	35	0	12	1191	1	0	0
692	5	51	5	0	8	839	0	1	0
692	6	6	2	0	2	269	0	1	0
692	8	16	3	0	28	4395	0	1	0
693	3	60	17	0	22	2769	0	1	0
693	4	24	3	0	10	935	0	1	0
693	5	11	3	0	8	839	0	1	0
693	6	4	1	0	28	4395	2	0	0
693	7	44	1	0	28	4395	0	1	0
693	8	43	1	0	28	4395	0	1	0
694	1	2	1	0	28	4395	1	0	0
694	2	39	3	0	28	4395	0	1	0
694	3	3	20	0	22	2769	0	1	0
694	4	23	5	0	8	839	0	1	0
694	5	12	4	0	28	4395	1	0	0
694	6	41	3	0	28	4395	0	1	0
694	9	20	1	0	28	4395	0	1	0
695	3	25	37	0	12	1191	0	1	0
695	4	30	4	0	8	839	0	1	0
695	11	46	2	0	28	4395	0	1	0
696	1	5	2	0	28	4395	1	0	0
696	3	8	29	0	24	3182	1	0	0
696	4	21	1	0	28	4395	1	0	0
696	5	19	1	0	28	4395	0	1	0
696	8	16	3	0	28	4395	2	0	0
696	10	36	1	0	4	437	0	1	0
696	11	57	1	0	28	4395	1	0	0
696	13	22	2	0	28	4395	0	1	0
697	1	2	1	0	28	4395	0	1	0
697	2	37	2	0	28	4395	0	1	0
697	3	54	7	0	28	4395	0	1	0
697	5	12	4	0	28	4395	0	1	0
697	13	22	2	0	28	4395	3	0	0
698	2	39	3	0	28	4395	0	1	0
698	3	10	5	0	22	2769	0	1	0
698	4	29	2	0	28	4395	1	0	0
698	7	50	2	0	28	4395	0	1	0
698	10	38	2	0	10	935	0	1	0
698	13	48	1	0	28	4395	0	1	0
699	1	5	2	0	28	4395	0	1	0
699	3	7	3	0	28	4395	0	1	0
699	4	21	1	0	28	4395	0	1	0
699	6	4	1	0	28	4395	0	1	0
699	7	42	3	0	28	4395	0	1	0
699	11	57	1	0	28	4395	0	1	0
700	3	60	17	0	22	2769	1	0	0
700	5	18	2	0	4	437	0	1	0
700	8	17	2	0	10	935	0	1	0
700	10	45	3	0	28	4395	0	1	0
700	12	47	1	0	28	4395	0	1	0
701	2	35	1	0	10	935	0	1	0
701	3	3	20	0	22	2769	1	0	0
701	4	29	2	0	28	4395	0	1	0
701	9	20	1	0	28	4395	1	0	0
702	3	25	37	0	12	1191	1	0	0
702	5	51	5	0	8	839	0	1	0
702	6	6	2	0	2	269	0	1	0
702	8	16	3	0	28	4395	0	1	0
703	3	9	19	0	20	2385	0	1	0
703	4	24	3	0	10	935	0	1	0
703	5	11	3	0	8	839	0	1	0
703	7	44	1	0	28	4395	0	1	0
703	8	43	1	0	28	4395	0	1	0
703	13	22	2	0	28	4395	1	0	0
704	1	2	1	0	28	4395	1	0	0
704	2	37	2	0	28	4395	1	0	0
704	3	54	7	0	28	4395	1	0	0
704	4	23	5	0	8	839	0	1	0
704	5	12	4	0	28	4395	1	0	0
704	6	41	3	0	28	4395	0	1	0
704	9	20	1	0	28	4395	0	1	0
705	3	10	5	0	22	2769	1	0	0
705	4	30	4	0	8	839	0	1	0
705	7	50	2	0	28	4395	1	0	0
705	11	46	2	0	28	4395	0	1	0
706	1	5	2	0	28	4395	1	0	0
706	3	7	3	0	28	4395	1	0	0
706	4	21	1	0	28	4395	1	0	0
706	5	19	1	0	28	4395	0	1	0
706	6	4	1	0	28	4395	1	0	0
706	10	36	1	0	0	165	0	1	0
706	11	57	1	0	28	4395	1	0	0
706	13	48	1	0	28	4395	0	1	0
707	1	2	1	0	28	4395	0	1	0
707	2	37	2	0	6	621	0	1	0
707	3	13	31	0	16	1836	0	1	0
707	5	12	4	0	28	4395	0	1	0
708	2	39	3	0	28	4395	0	1	0
708	3	10	5	0	22	2769	0	1	0
708	4	29	2	0	28	4395	1	0	0
708	7	50	2	0	28	4395	0	1	0
708	10	38	2	0	10	935	0	1	0
708	13	22	2	0	28	4395	0	1	0
709	1	5	2	0	28	4395	0	1	0
709	3	49	18	0	18	1980	0	1	0
709	4	21	1	0	28	4395	0	1	0
709	6	4	1	0	28	4395	0	1	0
709	7	42	3	0	28	4395	0	1	0
709	8	16	3	0	28	4395	1	0	0
709	11	57	1	0	28	4395	0	1	0
710	3	9	19	0	20	2385	1	0	0
710	5	18	2	0	4	437	0	1	0
710	8	17	2	0	10	935	0	1	0
710	12	47	1	0	28	4395	0	1	0
710	13	22	2	0	28	4395	2	0	0
711	2	35	1	0	28	4395	0	1	0
711	3	33	38	0	18	1980	0	1	0
711	9	20	1	0	28	4395	1	0	0
711	10	45	3	0	28	4395	0	1	0
712	3	31	24	0	16	1836	0	1	0
712	4	29	2	0	2	269	0	1	0
712	5	51	5	0	8	839	0	1	0
712	6	6	2	0	2	269	0	1	0
712	8	16	3	0	28	4395	0	1	0
713	3	14	34	0	20	2385	0	1	0
713	4	24	3	0	10	935	0	1	0
713	5	19	1	0	28	4395	1	0	0
713	7	44	1	0	28	4395	0	1	0
713	8	43	1	0	28	4395	0	1	0
714	1	2	1	0	28	4395	1	0	0
714	3	13	31	0	16	1836	1	0	0
714	5	12	4	0	28	4395	1	0	0
714	6	41	3	0	28	4395	0	1	0
714	9	20	1	0	28	4395	0	1	0
715	3	26	23	0	18	1980	0	1	0
715	4	23	5	0	8	839	0	1	0
715	5	11	3	0	10	935	0	1	0
715	7	50	2	0	28	4395	1	0	0
715	13	22	2	0	28	4395	1	0	0
716	1	5	2	0	28	4395	1	0	0
716	3	49	18	0	18	1980	1	0	0
716	4	21	1	0	28	4395	1	0	0
716	5	19	1	0	28	4395	0	1	0
716	11	57	1	0	28	4395	1	0	0
716	13	48	1	0	28	4395	0	1	0
717	1	2	1	0	28	4395	0	1	0
717	2	37	2	0	6	621	0	1	0
717	3	15	8	0	16	1836	0	1	0
717	4	30	4	0	10	935	0	1	0
717	5	12	4	0	28	4395	0	1	0
717	10	36	1	0	0	165	0	1	0
717	11	46	2	0	28	4395	0	1	0
717	13	22	2	0	28	4395	3	0	0
718	2	35	1	0	28	4395	1	0	0
718	3	33	38	0	18	1980	1	0	0
718	7	50	2	0	28	4395	0	1	0
718	10	38	2	0	28	4395	0	1	0
718	13	22	2	0	2	269	0	1	0
719	1	5	2	0	28	4395	0	1	0
719	2	39	3	0	28	4395	0	1	0
719	3	1	39	0	28	4395	0	1	0
719	4	21	1	0	28	4395	0	1	0
719	6	4	1	0	28	4395	0	1	0
719	7	42	3	0	28	4395	0	1	0
719	11	57	1	0	28	4395	0	1	0
720	3	14	34	0	20	2385	1	0	0
720	5	18	2	0	4	437	0	1	0
720	8	17	2	0	10	935	0	1	0
720	12	47	1	0	28	4395	0	1	0
721	2	35	1	0	28	4395	0	1	0
721	3	13	31	0	16	1836	2	0	0
721	9	20	1	0	28	4395	1	0	0
721	10	45	3	0	28	4395	0	1	0
722	3	26	23	0	18	1980	1	0	0
722	4	29	2	0	28	4395	0	1	0
722	5	51	5	0	8	839	0	1	0
722	6	6	2	0	2	269	0	1	0
722	8	16	3	0	28	4395	0	1	0
722	13	22	2	0	28	4395	2	0	0
723	3	56	21	0	14	1527	0	1	0
723	4	24	3	0	28	4395	0	1	0
723	5	11	3	0	8	839	0	1	0
723	7	44	1	0	28	4395	0	1	0
723	8	43	1	0	28	4395	0	1	0
724	1	2	1	0	28	4395	1	0	0
724	3	15	8	0	16	1836	1	0	0
724	5	12	4	0	28	4395	1	0	0
724	6	41	3	0	28	4395	0	1	0
724	9	20	1	0	28	4395	0	1	0
725	3	55	1	0	16	1836	0	1	0
725	4	23	5	0	10	935	0	1	0
725	10	38	2	0	28	4395	1	0	0
726	1	5	2	0	28	4395	1	0	0
726	3	1	39	0	28	4395	1	0	0
726	4	21	1	0	28	4395	1	0	0
726	5	19	1	0	28	4395	0	1	0
726	11	57	1	0	28	4395	1	0	0
726	13	48	1	0	28	4395	0	1	0
727	1	2	1	0	28	4395	0	1	0
727	2	37	2	0	6	621	0	1	0
727	3	59	6	0	20	2385	0	1	0
727	4	30	4	0	28	4395	0	1	0
727	5	12	4	0	28	4395	0	1	0
727	10	36	1	0	0	165	0	1	0
727	11	46	2	0	28	4395	0	1	0
727	13	22	2	0	2	269	0	1	0
728	2	35	1	0	28	4395	1	0	0
728	3	34	4	0	28	4395	0	1	0
728	7	50	2	0	28	4395	0	1	0
728	10	38	2	0	28	4395	0	1	0
729	1	5	2	0	28	4395	0	1	0
729	2	39	3	0	28	4395	0	1	0
729	3	58	30	0	26	3662	0	1	0
729	4	21	1	0	28	4395	0	1	0
729	6	4	1	0	28	4395	0	1	0
729	7	42	3	0	28	4395	0	1	0
729	11	57	1	0	28	4395	0	1	0
729	13	22	2	0	28	4395	3	0	0
730	3	49	18	0	28	4395	0	1	0
730	4	24	3	0	28	4395	1	0	0
730	5	18	2	0	4	437	0	1	0
730	8	17	2	0	10	935	0	1	0
730	12	47	1	0	28	4395	0	1	0
731	2	35	1	0	28	4395	0	1	0
731	3	15	8	0	16	1836	2	0	0
731	9	20	1	0	28	4395	1	0	0
731	10	45	3	0	28	4395	0	1	0
732	3	29	40	0	12	1191	0	1	0
732	5	51	5	0	8	839	0	1	0
732	6	6	2	0	2	269	0	1	0
732	8	16	3	0	28	4395	0	1	0
733	3	40	33	0	18	1980	0	1	0
733	4	24	3	0	28	4395	0	1	0
733	5	11	3	0	8	839	0	1	0
733	7	44	1	0	28	4395	0	1	0
733	8	43	1	0	28	4395	0	1	0
734	1	2	1	0	28	4395	1	0	0
734	3	59	6	0	20	2385	1	0	0
734	4	30	4	0	28	4395	1	0	0
734	5	12	4	0	28	4395	1	0	0
734	6	41	3	0	28	4395	0	1	0
734	9	20	1	0	28	4395	0	1	0
735	3	34	4	0	28	4395	1	0	0
735	4	23	5	0	10	935	0	1	0
735	7	50	2	0	28	4395	1	0	0
735	10	38	2	0	28	4395	1	0	0
736	1	5	2	0	28	4395	1	0	0
736	3	58	30	0	26	3662	1	0	0
736	4	21	1	0	28	4395	1	0	0
736	5	19	1	0	28	4395	0	1	0
736	11	57	1	0	28	4395	1	0	0
736	13	22	2	0	28	4395	0	1	0
737	1	2	1	0	28	4395	0	1	0
737	2	37	2	0	6	621	0	1	0
737	3	49	18	0	28	4395	1	0	0
737	4	30	4	0	28	4395	0	1	0
737	5	12	4	0	28	4395	0	1	0
737	10	36	1	0	0	165	0	1	0
737	11	46	2	0	28	4395	0	1	0
737	13	48	1	0	28	4395	0	1	0
738	2	35	1	0	28	4395	1	0	0
738	3	55	1	0	24	3182	0	1	0
738	7	50	2	0	28	4395	0	1	0
738	10	38	2	0	28	4395	0	1	0
739	1	5	2	0	28	4395	0	1	0
739	2	39	3	0	28	4395	0	1	0
739	3	53	35	0	22	2769	0	1	0
739	4	21	1	0	10	935	0	1	0
739	6	4	1	0	28	4395	0	1	0
739	7	42	3	0	28	4395	0	1	0
739	8	16	3	0	28	4395	1	0	0
739	11	57	1	0	28	4395	0	1	0
740	3	25	37	0	22	2769	0	1	0
740	4	24	3	0	28	4395	1	0	0
740	5	18	2	0	4	437	0	1	0
740	8	17	2	0	10	935	0	1	0
740	12	47	1	0	28	4395	0	1	0
741	2	35	1	0	28	4395	0	1	0
741	3	32	22	0	28	4395	0	1	0
741	9	20	1	0	28	4395	1	0	0
741	10	45	3	0	28	4395	0	1	0
742	3	34	4	0	28	4395	2	0	0
742	5	51	5	0	8	839	0	1	0
742	6	6	2	0	2	269	0	1	0
742	8	16	3	0	28	4395	0	1	0
743	3	29	40	0	6	621	0	1	0
743	4	24	3	0	10	935	0	1	0
743	5	11	3	0	8	839	0	1	0
743	7	44	1	0	28	4395	0	1	0
743	8	43	1	0	28	4395	0	1	0
743	13	22	2	0	28	4395	1	0	0
744	3	31	24	0	20	2385	0	1	0
744	4	30	4	0	28	4395	1	0	0
744	5	12	4	0	28	4395	1	0	0
744	6	41	3	0	28	4395	0	1	0
744	9	20	1	0	28	4395	0	1	0
745	3	55	1	0	24	3182	1	0	0
745	4	23	5	0	10	935	0	1	0
745	7	50	2	0	28	4395	1	0	0
745	10	38	2	0	28	4395	1	0	0
746	1	5	2	0	28	4395	1	0	0
746	3	53	35	0	22	2769	1	0	0
746	4	30	4	0	28	4395	0	1	0
746	5	19	1	0	28	4395	0	1	0
746	8	16	3	0	28	4395	2	0	0
746	11	57	1	0	28	4395	1	0	0
746	13	22	2	0	28	4395	0	1	0
747	1	2	1	0	28	4395	0	1	0
747	2	37	2	0	6	621	0	1	0
747	3	25	37	0	22	2769	1	0	0
747	5	12	4	0	28	4395	0	1	0
747	10	36	1	0	0	165	0	1	0
747	11	46	2	0	28	4395	0	1	0
747	13	48	1	0	28	4395	0	1	0
748	2	35	1	0	28	4395	1	0	0
748	3	32	22	0	28	4395	1	0	0
748	7	50	2	0	28	4395	0	1	0
748	10	38	2	0	28	4395	0	1	0
749	1	5	2	0	28	4395	0	1	0
749	2	39	3	0	28	4395	0	1	0
749	3	9	19	0	28	4395	0	1	0
749	4	21	1	0	10	935	0	1	0
749	6	4	1	0	28	4395	0	1	0
749	7	42	3	0	28	4395	0	1	0
749	11	57	1	0	28	4395	0	1	0
750	3	28	28	0	24	3182	0	1	0
750	5	18	2	0	4	437	0	1	0
750	8	17	2	0	10	935	0	1	0
750	12	47	1	0	28	4395	0	1	0
750	13	22	2	0	28	4395	2	0	0
751	2	35	1	0	28	4395	0	1	0
751	3	31	24	0	20	2385	1	0	0
751	9	20	1	0	28	4395	1	0	0
751	10	45	3	0	28	4395	0	1	0
752	3	33	38	0	18	1980	0	1	0
752	5	51	5	0	8	839	0	1	0
752	6	6	2	0	8	839	0	1	0
752	8	16	3	0	28	4395	0	1	0
753	3	40	33	0	18	1980	0	1	0
753	4	30	4	0	28	4395	1	0	0
753	5	11	3	0	8	839	0	1	0
753	7	44	1	0	28	4395	0	1	0
753	8	16	3	0	28	4395	3	0	0
753	13	22	2	0	28	4395	1	0	0
754	1	2	1	0	28	4395	1	0	0
754	3	52	32	0	18	1980	0	1	0
754	4	24	3	0	10	935	0	1	0
754	5	12	4	0	28	4395	1	0	0
754	8	43	1	0	28	4395	0	1	0
754	9	20	1	0	28	4395	0	1	0
755	3	29	40	0	4	437	0	1	0
755	4	23	5	0	10	935	0	1	0
755	6	41	3	0	28	4395	0	1	0
755	7	50	2	0	28	4395	1	0	0
755	10	38	2	0	28	4395	1	0	0
756	1	5	2	0	28	4395	1	0	0
756	2	39	3	0	28	4395	1	0	0
756	3	9	19	0	28	4395	1	0	0
756	4	30	4	0	28	4395	0	1	0
756	5	19	1	0	28	4395	0	1	0
756	6	4	1	0	28	4395	1	0	0
756	11	57	1	0	28	4395	1	0	0
756	13	22	2	0	28	4395	0	1	0
757	1	2	1	0	28	4395	0	1	0
757	2	37	2	0	6	621	0	1	0
757	3	28	28	0	24	3182	1	0	0
757	5	12	4	0	28	4395	0	1	0
757	10	36	1	0	0	165	0	1	0
757	11	46	2	0	28	4395	0	1	0
757	13	22	2	0	28	4395	3	0	0
758	2	35	1	0	28	4395	1	0	0
758	3	34	4	0	28	4395	0	1	0
758	7	50	2	0	28	4395	0	1	0
758	10	38	2	0	28	4395	0	1	0
758	13	48	1	0	28	4395	0	1	0
759	1	5	2	0	28	4395	0	1	0
759	2	39	3	0	28	4395	0	1	0
759	3	26	23	0	22	2769	0	1	0
759	4	21	1	0	28	4395	0	1	0
759	6	4	1	0	28	4395	0	1	0
759	7	42	3	0	28	4395	0	1	0
760	3	40	33	0	18	1980	1	0	0
760	5	18	2	0	4	437	0	1	0
760	8	17	2	0	10	935	0	1	0
760	11	57	1	0	28	4395	0	1	0
760	13	22	2	0	28	4395	2	0	0
761	2	35	1	0	28	4395	0	1	0
761	3	52	32	0	18	1980	1	0	0
761	9	20	1	0	28	4395	1	0	0
761	10	45	3	0	28	4395	0	1	0
761	12	47	1	0	28	4395	0	1	0
762	3	60	17	0	20	2385	0	1	0
762	5	51	5	0	8	839	0	1	0
762	6	6	2	0	28	4395	0	1	0
762	8	43	1	0	28	4395	0	1	0
763	2	39	3	0	28	4395	2	0	0
763	3	56	21	0	14	1527	0	1	0
763	4	30	4	0	28	4395	1	0	0
763	5	11	3	0	8	839	0	1	0
763	6	4	1	0	28	4395	2	0	0
763	7	44	1	0	28	4395	0	1	0
764	1	2	1	0	28	4395	1	0	0
764	2	37	2	0	6	621	1	0	0
764	3	14	34	0	22	2769	0	1	0
764	4	24	3	0	10	935	0	1	0
764	5	12	4	0	28	4395	1	0	0
764	8	16	3	0	28	4395	0	1	0
764	9	20	1	0	28	4395	0	1	0
765	3	29	40	0	4	437	0	1	0
765	4	23	5	0	8	839	0	1	0
765	6	41	3	0	28	4395	0	1	0
765	10	38	2	0	28	4395	1	0	0
766	1	5	2	0	28	4395	1	0	0
766	3	26	23	0	22	2769	1	0	0
766	4	21	1	0	28	4395	1	0	0
766	5	19	1	0	28	4395	0	1	0
766	11	46	2	0	28	4395	0	1	0
766	13	22	2	0	2	269	0	1	0
767	1	2	1	0	28	4395	0	1	0
767	2	37	2	0	6	621	0	1	0
767	3	59	6	0	20	2385	0	1	0
767	4	30	4	0	28	4395	0	1	0
767	5	12	4	0	28	4395	0	1	0
767	10	36	1	0	0	165	0	1	0
767	11	57	1	0	28	4395	1	0	0
767	13	22	2	0	28	4395	3	0	0
768	2	35	1	0	28	4395	1	0	0
768	3	7	3	0	28	4395	0	1	0
768	7	50	2	0	28	4395	0	1	0
768	10	38	2	0	28	4395	0	1	0
768	13	48	1	0	28	4395	0	1	0
769	1	5	2	0	28	4395	0	1	0
769	2	39	3	0	28	4395	0	1	0
769	3	60	17	0	20	2385	1	0	0
769	4	21	1	0	28	4395	0	1	0
769	6	6	2	0	28	4395	1	0	0
769	7	42	3	0	28	4395	0	1	0
770	2	39	3	0	28	4395	3	0	0
770	3	8	29	0	28	4395	0	1	0
770	5	18	2	0	4	437	0	1	0
770	6	4	1	0	28	4395	3	0	0
770	8	17	2	0	10	935	0	1	0
770	11	57	1	0	28	4395	0	1	0
771	2	35	1	0	28	4395	0	1	0
771	3	14	34	0	22	2769	1	0	0
771	9	20	1	0	28	4395	1	0	0
771	10	45	3	0	28	4395	0	1	0
771	12	47	1	0	28	4395	0	1	0
772	3	29	40	0	6	621	0	1	0
772	5	51	5	0	8	839	0	1	0
772	6	6	2	0	28	4395	0	1	0
772	8	43	1	0	28	4395	0	1	0
773	3	31	24	0	20	2385	0	1	0
773	4	24	3	0	10	935	0	1	0
773	5	11	3	0	6	621	0	1	0
773	6	4	1	0	28	4395	0	1	0
773	7	44	1	0	28	4395	0	1	0
774	1	2	1	0	28	4395	1	0	0
774	2	37	2	0	6	621	1	0	0
774	3	59	6	0	20	2385	1	0	0
774	4	30	4	0	28	4395	1	0	0
774	5	12	4	0	28	4395	1	0	0
774	8	16	3	0	28	4395	0	1	0
774	9	20	1	0	28	4395	0	1	0
775	3	7	3	0	28	4395	1	0	0
775	4	23	5	0	10	935	0	1	0
775	6	41	3	0	28	4395	0	1	0
775	10	38	2	0	28	4395	1	0	0
776	1	5	2	0	28	4395	1	0	0
776	3	15	8	0	18	1980	0	1	0
776	4	21	1	0	28	4395	1	0	0
776	5	19	1	0	28	4395	0	1	0
776	11	46	2	0	28	4395	0	1	0
776	13	22	2	0	2	269	0	1	0
777	1	2	1	0	28	4395	0	1	0
777	2	37	2	0	6	621	0	1	0
777	3	8	29	0	28	4395	1	0	0
777	4	30	4	0	28	4395	0	1	0
777	5	12	4	0	28	4395	0	1	0
777	10	36	1	0	0	165	0	1	0
777	11	57	1	0	28	4395	1	0	0
777	13	48	1	0	28	4395	0	1	0
778	2	35	1	0	28	4395	1	0	0
778	3	13	31	0	16	1836	0	1	0
778	7	50	2	0	28	4395	0	1	0
778	10	38	2	0	28	4395	0	1	0
779	1	5	2	0	28	4395	0	1	0
779	3	1	39	0	28	4395	0	1	0
779	4	21	1	0	28	4395	0	1	0
779	6	6	2	0	28	4395	1	0	0
779	7	42	3	0	28	4395	0	1	0
780	2	39	3	0	28	4395	0	1	0
780	3	31	24	0	20	2385	1	0	0
780	5	18	2	0	4	437	0	1	0
780	8	17	2	0	10	935	0	1	0
780	11	57	1	0	28	4395	0	1	0
781	2	35	1	0	28	4395	0	1	0
781	3	55	1	0	28	4395	0	1	0
781	8	16	3	0	28	4395	1	0	0
781	9	20	1	0	28	4395	1	0	0
781	10	45	3	0	28	4395	0	1	0
781	12	47	1	0	28	4395	0	1	0
782	3	32	22	0	28	4395	0	1	0
782	5	51	5	0	8	839	0	1	0
782	6	6	2	0	28	4395	0	1	0
782	8	43	1	0	28	4395	0	1	0
783	3	15	8	0	18	1980	1	0	0
783	4	24	3	0	10	935	0	1	0
783	5	11	3	0	6	621	0	1	0
783	6	4	1	0	28	4395	0	1	0
783	7	44	1	0	28	4395	0	1	0
784	1	2	1	0	28	4395	1	0	0
784	2	37	2	0	6	621	1	0	0
784	3	40	33	0	18	1980	0	1	0
784	4	30	4	0	28	4395	1	0	0
784	5	12	4	0	28	4395	1	0	0
784	8	16	3	0	28	4395	0	1	0
784	9	20	1	0	28	4395	0	1	0
785	3	29	40	0	4	437	0	1	0
785	4	23	5	0	10	935	0	1	0
785	6	41	3	0	28	4395	0	1	0
785	7	50	2	0	28	4395	1	0	0
785	10	38	2	0	28	4395	1	0	0
786	1	5	2	0	28	4395	1	0	0
786	3	1	39	0	28	4395	1	0	0
786	4	21	1	0	28	4395	1	0	0
786	5	19	1	0	28	4395	0	1	0
786	11	46	2	0	28	4395	0	1	0
786	13	22	2	0	28	4395	0	1	0
787	1	2	1	0	28	4395	0	1	0
787	2	39	3	0	28	4395	1	0	0
787	3	27	2	0	22	2769	0	1	0
787	4	30	4	0	28	4395	0	1	0
787	5	12	4	0	28	4395	0	1	0
787	10	36	1	0	0	165	0	1	0
787	11	57	1	0	28	4395	1	0	0
787	13	48	1	0	28	4395	0	1	0
788	2	35	1	0	28	4395	1	0	0
788	3	55	1	0	28	4395	1	0	0
788	7	50	2	0	28	4395	0	1	0
788	8	16	3	0	28	4395	2	0	0
788	10	38	2	0	28	4395	0	1	0
789	1	5	2	0	28	4395	0	1	0
789	2	37	2	0	2	269	0	1	0
789	3	49	18	0	28	4395	0	1	0
789	4	21	1	0	28	4395	0	1	0
